row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày > 31.12.2020,Năm tài chính kết thúc ngày > 31.12.2019(**),numeric__Năm tài chính kết thúc ngày > 31.12.2020,numeric__Năm tài chính kết thúc ngày > 31.12.2019(**)
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),295.269.532.668,47.333.714.464,295269532668.0,47333714464.0
"Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND) (*)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND) (*)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND) (*)",-,(1.420.011.434),,-1420011434.0
,,,295.269.532.668,45.913.703.030,295269532668.0,45913703030.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),176.593.576,181.999.868,176593576.0,181999868.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),1.672,252,1672.0,252.0
