row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2020 VND,Tại ngày 31 tháng 12 năm > 2019 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2020 VND,numeric__Tại ngày 31 tháng 12 năm > 2019 VND
100,100,100,TÀI SẢN NGẮN HẠN,,4.492.264.536.968,4.435.465.874.629,,,4492264536968.0,4435465874629.0
110,110,110,Tiền và các khoản tương đương tiền,3,219.161.716.845,76.042.177.746,,3.0,219161716845.0,76042177746.0
111,111,111,Tiền,,45.471.716.845,63.666.975.089,,,45471716845.0,63666975089.0
112,112,112,Các khoản tương đương tiền,,173.690.000.000,12.375.202.657,,,173690000000.0,12375202657.0
120,120,120,Đầu tư tài chính ngắn hạn,,369.526.402.595,702.161.632.011,,,369526402595.0,702161632011.0
121,121,121,Chứng khoán kinh doanh,4(a),9.353.176,9.353.176,,,9353176.0,9353176.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(b),369.517.049.419,702.152.278.835,,,369517049419.0,702152278835.0
130,130,130,Các khoản phải thu ngắn hạn,,1.437.540.466.313,876.685.199.236,,,1437540466313.0,876685199236.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,1.218.090.460.560,692.875.071.303,,5.0,1218090460560.0,692875071303.0
132,132,132,Trả trước cho người bán ngắn hạn,6,204.796.849.338,170.954.142.018,,6.0,204796849338.0,170954142018.0
136,136,136,Phải thu ngắn hạn khác,7(a),17.411.507.841,15.214.337.341,,,17411507841.0,15214337341.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,5,(2.758.351.426),(2.358.351.426),,5.0,-2758351426.0,-2358351426.0
140,140,140,Hàng tồn kho,,2.371.077.179.239,2.589.368.506.519,,,2371077179239.0,2589368506519.0
141,141,141,Hàng tồn kho,8,2.371.077.179.239,2.589.368.506.519,,8.0,2371077179239.0,2589368506519.0
150,150,150,Tài sản ngắn hạn khác,,94.958.771.976,191.208.359.117,,,94958771976.0,191208359117.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),9.213.413.509,26.321.912.877,,,9213413509.0,26321912877.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",15,85.745.358.467,153.077.866.590,,15.0,85745358467.0,153077866590.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,15,-,11.808.579.650,,15.0,,11808579650.0
