row_label_raw,row_label_full,col_0,Số liệu báo cáo trước đây,Điều chỉnh,Số liệu trình bày lại,numeric__Số liệu báo cáo trước đây,numeric__Điều chỉnh,numeric__Số liệu trình bày lại
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),47.333.714.464,-,47.333.714.464,47333714464.0,,47333714464.0
"Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)",-,(1.420.011.434),(1.420.011.434),,-1420011434.0,-1420011434.0
,,,47.333.714.464,(1.420.011.434),45.913.703.030,47333714464.0,-1420011434.0,45913703030.0
Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),181.999.868,-,181.999.868,181999868.0,,181999868.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),260,,252,260.0,,252.0
