row_label_raw,row_label_full,col_0,2020,2020_1,2019,2019_1,numeric__2020,numeric__2020_1,numeric__2019,numeric__2019_1
,,,Cổ phiếu phổ thông,%,Cổ phiếu phổ thông,%,,,,
Ông Hồ Minh Quang,Ông Hồ Minh Quang,Ông Hồ Minh Quang,23.466.044,"12,89",20.007.024,"10,99",23466044.0,12.89,20007024.0,10.99
Ông Võ Hoàng Vũ,Ông Võ Hoàng Vũ,Ông Võ Hoàng Vũ,19.010.000,"10,45",19.010.000,"10,45",19010000.0,10.45,19010000.0,10.45
Kim Vietnam Ground Equity Fund,Kim Vietnam Ground Equity Fund,Kim Vietnam Ground Equity Fund,8,"0,00",12.936.318,"7,11",8.0,0.0,12936318.0,7.11
"Unicoh Specialty Chemical Co., Ltd","Unicoh Specialty Chemical Co., Ltd","Unicoh Specialty Chemical Co., Ltd",12.600.000,"6,92",12.600.000,"6,92",12600000.0,6.92,12600000.0,6.92
Công ty Cổ phần Đầu tư Thương Mại SMC,Công ty Cổ phần Đầu tư Thương Mại SMC,Công ty Cổ phần Đầu tư Thương Mại SMC,9.100.000,"5,00",9.100.000,"5,00",9100000.0,5.0,9100000.0,5.0
Vietnam Enterprise Investments Limited,Vietnam Enterprise Investments Limited,Vietnam Enterprise Investments Limited,-,"0,00",17.066.400,"9,38",,0.0,17066400.0,9.38
Amersham Industries Limited,Amersham Industries Limited,Amersham Industries Limited,-,"0,00",11.156.600,"6,13",,0.0,11156600.0,6.13
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,107.823.816,"59,25",80.123.526,"44,02",107823816.0,59.25,80123526.0,44.02
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,10.000.000,"5,49",-,"0,00",10000000.0,5.49,,0.0
Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,181.999.868,"100,00",181.999.868,"100,00",181999868.0,100.0,181999868.0,100.0
