row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Giá bán bình quân VND/đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,Lỗ bán chứng khoán năm nay VND,Lỗ bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Giá bán bình quân VND/đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,numeric__Lỗ bán chứng khoán năm nay VND,numeric__Lỗ bán chứng khoán năm trước VND
II,II,II,LỔ BÁN,,,,,,,,,,,,,
1,II > 1,1,Cổ phiếu và chứng khoán niêm yết,186.039.869,,3.216.791.092.856,3.616.170.376.175,(399.379.283.319),(97.150.462.630),,186039869.0,,3216791092856.0,3616170376175.0,-399379283319.0,-97150462630.0
1,II > 1,1,PLX,8.919.670,46.984,419.078.347.040,506.984.910.509,(87.906.563.469),(962.663.005),,8919670.0,46984.0,419078347040.0,506984910509.0,-87906563469.0,-962663005.0
1,II > 1,1,ELC,4.798.440,7.112,34.128.599.900,103.614.147.389,(69.485.547.489),(372.229.209),,4798440.0,7112.0,34128599900.0,103614147389.0,-69485547489.0,-372229209.0
1,II > 1,1,GEX,5.412.440,18.127,98.109.470.500,132.829.783.121,(34.720.312.621),(19.321.421.061),,5412440.0,18127.0,98109470500.0,132829783121.0,-34720312621.0,-19321421061.0
1,II > 1,1,MBB,16.046.720,17.647,283.173.169.290,306.053.022.953,(22.879.853.663),(790.693.057),,16046720.0,17647.0,283173169290.0,306053022953.0,-22879853663.0,-790693057.0
1,II > 1,1,MWG,2.514.250,81.055,203.793.463.000,231.531.642.117,(27.738.179.117),(3.944.484.844),,2514250.0,81055.0,203793463000.0,231531642117.0,-27738179117.0,-3944484844.0
1,II > 1,1,Chứng quyền do Công ty phát hành,85.282.490,,404.407.236.617,468.348.507.940,(63.941.271.323),(22.034.933.298),,85282490.0,,404407236617.0,468348507940.0,-63941271323.0,-22034933298.0
1,II > 1,1,Cổ phiếu và chứng khoán niêm yết khác,63.065.859,,1.774.100.806.509,1.866.808.362.146,(92.707.555.637),(49.724.038.156),,63065859.0,,1774100806509.0,1866808362146.0,-92707555637.0,-49724038156.0
2,II > 2,2,Trái phiếu niêm yết,147.950.000,,15.563.192.750.000,15.565.568.300.000,(2.375.550.000),(2.263.320.000),,147950000.0,,15563192750000.0,15565568300000.0,-2375550000.0,-2263320000.0
3,II > 3,3,Trái phiếu và chứng khoán chưa niêm yết,260.187,,4.468.559.829.907,4.517.190.563.977,(48.630.734.070),(26.886.894.695),,260187.0,,4468559829907.0,4517190563977.0,-48630734070.0,-26886894695.0
4,II > 4,4,Lỗ vị thế của hợp đồng CKPS,-,,-,-,(87.531.037.000),(6.939.770.000),,,,,,-87531037000.0,-6939770000.0
,,,Tổng cộng,334.250.056,,23.248.543.672.763,23.698.929.240.152,(537.916.604.389),(133.240.447.325),,334250056.0,,23248543672763.0,23698929240152.0,-537916604389.0,-133240447325.0
