row_label_raw,row_label_full,CHÍ TIÊU,Thuyết minh,Số dư đầu năm > Ngày 1 tháng 1 năm 2019 > VND,Số dư đầu năm > Ngày 1 tháng 1 năm 2020 > VND,Số tăng/giảm > Năm trước > Tăng > VND,Số tăng/giảm > Năm trước > Giảm > VND,Số tăng/giảm > Năm nay > Tăng > VND,Số tăng/giảm > Năm nay > Giảm > VND,Số dư cuối năm > Ngày 31 tháng 12 năm 2019 > VND,Số dư cuối năm > Ngày 31 tháng 12 năm 2020 > VND,numeric__Thuyết minh,numeric__Số dư đầu năm > Ngày 1 tháng 1 năm 2019 > VND,numeric__Số dư đầu năm > Ngày 1 tháng 1 năm 2020 > VND,numeric__Số tăng/giảm > Năm trước > Tăng > VND,numeric__Số tăng/giảm > Năm trước > Giảm > VND,numeric__Số tăng/giảm > Năm nay > Tăng > VND,numeric__Số tăng/giảm > Năm nay > Giảm > VND,numeric__Số dư cuối năm > Ngày 31 tháng 12 năm 2019 > VND,numeric__Số dư cuối năm > Ngày 31 tháng 12 năm 2020 > VND
A,A,A,B,1,2,3,4,5,6,7,8,,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0
II. THU NHẬP TOÀN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giả lai các tài sản tài chính AFS,II. THU NHẬP TOÀN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giả lai các tài sản tài chính AFS,II. THU NHẬP TOÀN DIỆN KHÁC1. Lãi/(lỗ) từ đánh giả lai các tài sản tài chính AFS,41,277.801.019.026,259.495.169.033,99.860.975.189,(118.166.825.182),30.859.762.724,(295.077.208.363),259.495.169.033,(4.722.276.606),41.0,277801019026.0,259495169033.0,99860975189.0,-118166825182.0,30859762724.0,-295077208363.0,259495169033.0,-4722276606.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,277.801.019.026,259.495.169.033,99.860.975.189,(118.166.825.182),30.859.762.724,(295.077.208.363),259.495.169.033,(4.722.276.606),,277801019026.0,259495169033.0,99860975189.0,-118166825182.0,30859762724.0,-295077208363.0,259495169033.0,-4722276606.0
