row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Công ty TNHH Công Nghệ Cao LOTTE-HPT,Công ty TNHH Công Nghệ Cao LOTTE-HPT,Công ty TNHH Công Nghệ Cao LOTTE-HPT,Công ty TNHH Công Nghệ Cao LOTTE-HPT,Công ty TNHH Công Nghệ Cao LOTTE-HPT,,
Việt Nam,Công ty TNHH Công Nghệ Cao LOTTE-HPT > Việt Nam,Việt Nam,860.250.000,-,860250000.0,
Công ty CP Truyền Thông Cho Ô,Công ty TNHH Công Nghệ Cao LOTTE-HPT > Công ty CP Truyền Thông Cho Ô,Công ty CP Truyền Thông Cho Ô,969.792.764,-,969792764.0,
Công ty TNHH Công Nghệ Giao Dịch Việt Nam,Công ty TNHH Công Nghệ Cao LOTTE-HPT > Công ty TNHH Công Nghệ Giao Dịch Việt Nam,Công ty TNHH Công Nghệ Giao Dịch Việt Nam,368.241.390,368.241.390,368241390.0,368241390.0
Công ty TNHH Tích hợp Hệ thống CMC,Công ty TNHH Công Nghệ Cao LOTTE-HPT > Công ty TNHH Tích hợp Hệ thống CMC,Công ty TNHH Tích hợp Hệ thống CMC,5.234.858.764,5.999.696.699,5234858764.0,5999696699.0
Horizon Software Asia Ltd,Công ty TNHH Công Nghệ Cao LOTTE-HPT > Horizon Software Asia Ltd,Horizon Software Asia Ltd,-,1.341.670.993,,1341670993.0
"N2N-AFE (Hong Kong) Limited (""N2N-AFE"")","Công ty TNHH Công Nghệ Cao LOTTE-HPT > N2N-AFE (Hong Kong) Limited (""N2N-AFE"")","N2N-AFE (Hong Kong) Limited (""N2N-AFE"")",771.689.751,-,771689751.0,
Phải trả tiền mua chứng khoán,Công ty TNHH Công Nghệ Cao LOTTE-HPT > Phải trả tiền mua chứng khoán,Phải trả tiền mua chứng khoán,15.222.592.400,-,15222592400.0,
Phải trả tiền thanh toán chứng quyền khi đáo hạn,Công ty TNHH Công Nghệ Cao LOTTE-HPT > Phải trả tiền thanh toán chứng quyền khi đáo hạn,Phải trả tiền thanh toán chứng quyền khi đáo hạn,-,12.004.444.390,,12004444390.0
Phải trả người bán khác,Công ty TNHH Công Nghệ Cao LOTTE-HPT > Phải trả người bán khác,Phải trả người bán khác,7.893.522.519,10.317.816.931,7893522519.0,10317816931.0
Tổng cộng,Công ty TNHH Công Nghệ Cao LOTTE-HPT > Tổng cộng,Tổng cộng,31.320.947.588,30.031.870.403,31320947588.0,30031870403.0
