row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Từ tài sản tài chính FVTPL,Từ tài sản tài chính FVTPL,Từ tài sản tài chính FVTPL,394.982.988.385,82.344.443.777,394982988385.0,82344443777.0
Từ tài sản tài chính HTM,Từ tài sản tài chính HTM,Từ tài sản tài chính HTM,850.012.190.191,991.168.158.800,850012190191.0,991168158800.0
Từ các khoản cho vay và phải thu,Từ các khoản cho vay và phải thu,Từ các khoản cho vay và phải thu,525.089.898.914,677.893.533.729,525089898914.0,677893533729.0
Từ tài sản tài chính AFS,Từ tài sản tài chính AFS,Từ tài sản tài chính AFS,232.822.214.148,83.305.018.553,232822214148.0,83305018553.0
"Cổ tức, trái tức phát sinh từ tài sản tài chính AFS","Cổ tức, trái tức phát sinh từ tài sản tài chính AFS","Cổ tức, trái tức phát sinh từ tài sản tài chính AFS",5.108.690.166,18.369.364.500,5108690166.0,18369364500.0
Chênh lệch đánh giá lại theo giá trị hợp lý tài sản tài chính AFS phân loại lại,Chênh lệch đánh giá lại theo giá trị hợp lý tài sản tài chính AFS phân loại lại,Chênh lệch đánh giá lại theo giá trị hợp lý tài sản tài chính AFS phân loại lại,227.713.523.982,64.935.654.053,227713523982.0,64935654053.0
- SGN,- SGN,- SGN,159.274.198.599,51.809.222.037,159274198599.0,51809222037.0
- TDM,- TDM,- TDM,-,12.905.000.000,,12905000000.0
- DHC,- DHC,- DHC,67.588.180.691,-,67588180691.0,
- Khác,- Khác,- Khác,851.144.692,221.432.016,851144692.0,221432016.0
Tổng cộng,Tổng cộng,Tổng cộng,2.002.907.291.638,1.834.711.154.859,2002907291638.0,1834711154859.0
