row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,159.007.766.177,142.308.930.113,159007766177.0,142308930113.0
Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,30.971.915.108,27.540.046.739,30971915108.0,27540046739.0
Chi phí lượng và các khoản khác theo lượng,Chi phí lượng và các khoản khác theo lượng,Chi phí lượng và các khoản khác theo lượng,361.319.420.123,253.733.279.209,361319420123.0,253733279209.0
"Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN",21.285.785.688,19.400.612.506,21285785688.0,19400612506.0
Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,Chi phí vật tư văn phòng,1.037.171.759,1.413.938.351,1037171759.0,1413938351.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",1.339.553.278,3.084.138.780,1339553278.0,3084138780.0
"Chi phí khấu hao TSCĐ, BDSDT","Chi phí khấu hao TSCĐ, BDSDT","Chi phí khấu hao TSCĐ, BDSDT",38.935.760.497,32.030.259.414,38935760497.0,32030259414.0
Chi phí dự phòng/(hoản nhập) dự phòng,Chi phí dự phòng/(hoản nhập) dự phòng,Chi phí dự phòng/(hoản nhập) dự phòng,120.000.000,5.000.000,120000000.0,5000000.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,148.156.976.839,162.354.319.704,148156976839.0,162354319704.0
Chi phí về vốn,Chi phí về vốn,Chi phí về vốn,62.313.196.801,86.949.168.790,62313196801.0,86949168790.0
Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,Chi phí chia sẻ lợi tức của hoạt động quản lý quỹ,3.044.576.928,7.450.772.590,3044576928.0,7450772590.0
Chi phí khác,Chi phí khác,Chi phí khác,33.768.949.064,29.454.913.614,33768949064.0,29454913614.0
Tổng cộng,Tổng cộng,Tổng cộng,861.301.072.262,765.725.379.810,861301072262.0,765725379810.0
