row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
,,,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOẠN (CTCK) VÀ TÀI SẢN QUÁN LÝ THEO CAM KẾT,,,,,,,
004,004,004,Nợ khó đòi đã xử lý (VND),,4.158.365.047,3.769.847.570,,,4158365047.0,3769847570.0
005,005,005,Ngoại tệ các loại USDEURGBP,30.1,"6.464.712,88123,41129,64","6.838.499,5034.334,4137.140,64",,301.0,,
006,006,006,Cổ phiếu đang lưu hành (số lượng),29.4,599.014.915,508.054.676,,294.0,599014915.0,508054676.0
007,007,007,Cổ phiếu quỹ (số lượng),29.4,3.930.698,2.009.008,,294.0,3930698.0,2009008.0
008,008,008,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),30.2,955.105.300.000,996.565.190.000,,302.0,955105300000.0,996565190000.0
009,009,009,Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch của CTCK (VND),30.3,10.481.380.000,10.480.260.000,,303.0,10481380000.0,10480260000.0
010,010,010,Tài sản tài chính chờ về của CTCK (VND),30.4,19.521.900.000,2.370.800.000,,304.0,19521900000.0,2370800000.0
012,012,012,Tài sản tài chính chưa lưu ký tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),30.5,5.723.795.030.000,4.689.910.260.000,,305.0,5723795030000.0,4689910260000.0
013,013,013,Tài sản tài chính được hưởng quyền của CTCK (VND),,290.000,60.000,,,290000.0,60000.0
014,014,014,Chứng quyền (số lượng),,79.533.420,6.440.710,,,79533420.0,6440710.0
,,,B. TÀI SẢN VÀ CÁC KHOẠN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỐI KHÁCH HÀNG,,,,,,,
021,021,021,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của Nhà đầu tư (VND),30.6,56.041.719.348.000,47.970.765.433.700,,306.0,56041719348000.0,47970765433700.0
021.1,021.1,021.1,Tài sản tài chính giao dịch tự do chuyển nhượng,,46.235.417.609.100,40.264.432.904.400,,,46235417609100.0,40264432904400.0
021.2,021.2,021.2,Tài sản tài chính hạn chế chuyển nhượng,,637.211.680.000,609.448.260.000,,,637211680000.0,609448260000.0
021.3,021.3,021.3,Tài sản tài chính giao dịch cảm cố,,7.585.201.590.000,6.311.732.090.000,,,7585201590000.0,6311732090000.0
021.4,021.4,021.4,"Tài sản tài chính phong tỏa, tạm giữ",,292.252.970.000,457.518.280.000,,,292252970000.0,457518280000.0
021.5,021.5,021.5,Tài sản tài chính chờ thanh toán,,1.291.635.498.900,327.633.899.300,,,1291635498900.0,327633899300.0
