row_label_raw,row_label_full,Công ty liên quan,Giao dịch,Phải thu/(phải trả) > Số đầu năm,Phải thu/(phải trả) > Tăng trong năm,Phải thu/(phải trả) > Giảm trong năm,Phải thu/(phải trả) > Số cuối năm,Đơn vị tính: VNDDoanh thu/(chỉ phí),numeric__Giao dịch,numeric__Phải thu/(phải trả) > Số đầu năm,numeric__Phải thu/(phải trả) > Tăng trong năm,numeric__Phải thu/(phải trả) > Giảm trong năm,numeric__Phải thu/(phải trả) > Số cuối năm,numeric__Đơn vị tính: VNDDoanh thu/(chỉ phí)
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,2.179.108.456,(2.179.108.456),-,2.178.923.656,,,2179108456.0,-2179108456.0,,2178923656.0
Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Giao dịch mua chứng khoán,-,(8.428.883.852.000),8.428.883.852.000,-,-,,,-8428883852000.0,8428883852000.0,,
Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Giao dịch bán chứng khoán,-,8.859.326.298.000,(8.859.326.298.000),-,14.076.545.772,,,8859326298000.0,-8859326298000.0,,14076545772.0
Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Hợp đồng quản lý tiền gửi,(81.385.797.725),(6.299.151.023.588),6.150.819.930.278,(229.716.891.035),-,,-81385797725.0,-6299151023588.0,6150819930278.0,-229716891035.0,
Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Lãi hợp đồng quản lý tiền gửi,(322.230.808),(41.610.551.343),41.311.303.403,(621.478.748),(41.610.551.343),,-322230808.0,-41610551343.0,41311303403.0,-621478748.0,-41610551343.0
Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Chi phí mua hàng hóa,(12.474.000),(4.689.505.403),4.701.979.403,-,(4.689.505.403),,-12474000.0,-4689505403.0,4701979403.0,,-4689505403.0
Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Lãi trái phiếu,-,8.864.383.557,(8.864.383.557),-,1.960.273.968,,,8864383557.0,-8864383557.0,,1960273968.0
Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Gớp vốn theo phương pháp vốn chủ sở hữu,759.843.222.775,27.538.301.792,(36.784.231.942),750.597.292.625,20.537.702.917,,759843222775.0,27538301792.0,-36784231942.0,750597292625.0,20537702917.0
Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Tập đoàn PAN và các công ty con,Phải trả khác,-,(196.076.717),196.076.717,-,-,,,-196076717.0,196076717.0,,
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,331.873.577,(331.873.577),-,331.586.677,,,331873577.0,-331873577.0,,331586677.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Phi quản lý danh mục,16.653.336,199.840.080,(199.840.080),16.653.336,199.840.080,,16653336.0,199840080.0,-199840080.0,16653336.0,199840080.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,"Doanh thu tư vấn, dịch vụ",2.136.298.475,5.290.716.500,(3.787.014.975),3.640.000.000,4.809.742.272,,2136298475.0,5290716500.0,-3787014975.0,3640000000.0,4809742272.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Giao dịch bán chứng khoán,-,20.874.938.052.000,(20.874.938.052.000),-,56.667.260.750,,,20874938052000.0,-20874938052000.0,,56667260750.0
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Giao dịch mua chứng khoán,-,(21.899.095.936.000),21.899.095.936.000,-,-,,,-21899095936000.0,21899095936000.0,,
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Ứng trước phí dịch vụ,-,178.906.200,-,178.906.200,-,,,178906200.0,,178906200.0,
Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Công ty TNHH Đầu tư NDH và công ty con,Cổ tức SSI,-,(55.905.882.000),55.905.882.000,-,-,,,-55905882000.0,55905882000.0,,
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Doanh thu giao dịch và dịch vụ chứng khoán khác,-,568.063.320,(568.063.320),-,517.406.838,,,568063320.0,-568063320.0,,517406838.0
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Phi hoa hống phải trả,(441.585.274),(6.111.691.776),4.687.488.684,(1.865.788.366),(6.111.691.776),,-441585274.0,-6111691776.0,4687488684.0,-1865788366.0,-6111691776.0
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Doanh thu hợp đồng tư vấn,2.493.793.273,4.169.049.357,(4.613.882.080),2.048.960.550,4.169.049.358,,2493793273.0,4169049357.0,-4613882080.0,2048960550.0,4169049358.0
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Doanh thu tư vấn đầu tư quỹ,3.583.632.573,3.753.727.616,(3.697.525.896),3.639.834.293,3.663.059.468,,3583632573.0,3753727616.0,-3697525896.0,3639834293.0,3663059468.0
Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Daiwa Securities Group Inc và các công ty con,Cổ tức SSI,-,(118.294.620.000),118.294.620.000,-,-,,,-118294620000.0,118294620000.0,,
