row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giá hối đoai đã và chưa thực hiện,,28.659.748.695,435.548.098,,,28659748695.0,435548098.0
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cổ định",,12.996.728.146,20.355.221.628,,,12996728146.0,20355221628.0
43,43,43,"3. Lãi bản, thanh lý các khoản đầu tư vào công ty con, công ty liên kết",,13.701.612.484,-,,,13701612484.0,
44,44,44,4. Doanh thu khác về đầu tư,,153.395.462.497,45.715.512.161,,,153395462497.0,45715512161.0
50,50,50,Cộng doanh thu hoạt động tài chính,36,208.753.551.822,66.506.281.887,,36.0,208753551822.0,66506281887.0
,,,IV. CHI PHÍ TÀI CHÍNH,,,,,,,
51,51,51,1. Chênh lệch lỗ tỷ giả hối đoai đã và chưa thực hiện,,12.458.888.106,19.611.726.414,,,12458888106.0,19611726414.0
52,52,52,2. Chi phí lãi vay,,829.431.323.089,804.176.964.572,,,829431323089.0,804176964572.0
55,55,55,3. Chi phí tài chính khác,,95.254.840.329,14.832.880.334,,,95254840329.0,14832880334.0
60,60,60,Cộng chi phí tài chính,37,937.145.051.524,838.621.571.320,,37.0,937145051524.0,838621571320.0
62,62,62,V. CHI PHÍ QUẢN LÝ,38,184.156.140.350,193.238.253.772,,38.0,184156140350.0,193238253772.0
70,70,70,VI. KẾT QUẢ HOẠT ĐỘNG,,1.552.457.656.856,1.098.616.647.855,,,1552457656856.0,1098616647855.0
,,,VII. THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,71,71,Thu nhập khác,,5.273.691.839,7.067.722.985,,,5273691839.0,7067722985.0
72,72,72,Chi phí khác,,178.063.632,160.809.383,,,178063632.0,160809383.0
80,80,80,Cộng kết quả hoạt động khác,39,5.095.628.207,6.906.913.602,,39.0,5095628207.0,6906913602.0
90,90,90,VIII. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,1.557.553.285.063,1.105.523.561.457,,,1557553285063.0,1105523561457.0
91,91,91,Lợi nhuận đã thực hiện,,1.271.395.655.560,1.096.044.544.091,,,1271395655560.0,1096044544091.0
92,92,92,Lợi nhuận chưa thực hiện,,286.157.629.503,9.479.017.366,,,286157629503.0,9479017366.0
100,100,100,IX. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),40,301.621.466.108,198.426.585.426,,40.0,301621466108.0,198426585426.0
100.1,100.1,100.1,Chi phí thuế TNDN hiện hành,40.1,267.248.078.434,178.677.854.956,,401.0,267248078434.0,178677854956.0
100.2,100.2,100.2,Chi phí thuế TNDN hoãn lại,40.2,34.373.387.674,19.748.730.470,,402.0,34373387674.0,19748730470.0
200,200,200,X. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,1.255.931.818.955,907.096.976.031,,,1255931818955.0,907096976031.0
201,201,201,1. Lợi nhuận sau thuế phân bổ cho chủ sở hữu,,1.257.372.470.832,909.201.424.728,,,1257372470832.0,909201424728.0
202,202,202,2. Lợi nhuận sau thuế trích các Quỹ,,83.436.396.535,63.212.220.608,,,83436396535.0,63212220608.0
203,203,203,3. Lợi nhuận thuần phân bổ cho lợi ích của cổ đông không kiểm soát,,(1.440.651.877),(2.104.448.697),,,-1440651877.0,-2104448697.0
