row_label_raw,row_label_full,col_0,Đơn vị tính: Chứng quyền,Đơn vị tính: Chứng quyền_1,numeric__Đơn vị tính: Chứng quyền,numeric__Đơn vị tính: Chứng quyền_1
,,,Số lượng chứng quyền được phép phát hành,Số lượng chứng quyền đang lưu hành,,
MBB/8M/SSI/C/EU/Cash-08,MBB/8M/SSI/C/EU/Cash-08,MBB/8M/SSI/C/EU/Cash-08,3.000.000,861.500,3000000.0,861500.0
MBB/5M/SSI/C/EU/Cash-08,MBB/5M/SSI/C/EU/Cash-08,MBB/5M/SSI/C/EU/Cash-08,3.000.000,1.131.100,3000000.0,1131100.0
FPT/5M/SSI/C/EU/Cash-08,FPT/5M/SSI/C/EU/Cash-08,FPT/5M/SSI/C/EU/Cash-08,5.000.000,1.221.280,5000000.0,1221280.0
FPT/8M/SSI/C/EU/Cash-08,FPT/8M/SSI/C/EU/Cash-08,FPT/8M/SSI/C/EU/Cash-08,5.000.000,1.293.650,5000000.0,1293650.0
STB/5M/SSI/C/EU/Cash-08,STB/5M/SSI/C/EU/Cash-08,STB/5M/SSI/C/EU/Cash-08,5.000.000,2.408.300,5000000.0,2408300.0
STB/8M/SSI/C/EU/Cash-08,STB/8M/SSI/C/EU/Cash-08,STB/8M/SSI/C/EU/Cash-08,5.000.000,1.691.700,5000000.0,1691700.0
HPG/6M/SSI/C/EU/Cash-06,HPG/6M/SSI/C/EU/Cash-06,HPG/6M/SSI/C/EU/Cash-06,1.800.000,9.880,1800000.0,9880.0
HPG/7.5M/SSI/C/EU/Cash-06,HPG/7.5M/SSI/C/EU/Cash-06,HPG/7.5M/SSI/C/EU/Cash-06,1.800.000,1.524.900,1800000.0,1524900.0
HPG/9M/SSI/C/EU/Cash-06,HPG/9M/SSI/C/EU/Cash-06,HPG/9M/SSI/C/EU/Cash-06,1.800.000,1.696.160,1800000.0,1696160.0
MWG/5M/SSI/C/EU/Cash-07,MWG/5M/SSI/C/EU/Cash-07,MWG/5M/SSI/C/EU/Cash-07,6.000.000,452.650,6000000.0,452650.0
PNJ/5M/SSI/C/EU/Cash-07,PNJ/5M/SSI/C/EU/Cash-07,PNJ/5M/SSI/C/EU/Cash-07,6.000.000,171.100,6000000.0,171100.0
VHM/5M/SSI/C/EU/Cash-07,VHM/5M/SSI/C/EU/Cash-07,VHM/5M/SSI/C/EU/Cash-07,10.000.000,4.487.600,10000000.0,4487600.0
VJC/5M/SSI/C/EU/Cash-07,VJC/5M/SSI/C/EU/Cash-07,VJC/5M/SSI/C/EU/Cash-07,9.000.000,1.331.520,9000000.0,1331520.0
VNM/5M/SSI/C/EU/Cash-07,VNM/5M/SSI/C/EU/Cash-07,VNM/5M/SSI/C/EU/Cash-07,7.800.000,3.981.710,7800000.0,3981710.0
TCB/8M/SSI/C/EU/Cash-09,TCB/8M/SSI/C/EU/Cash-09,TCB/8M/SSI/C/EU/Cash-09,5.000.000,919.340,5000000.0,919340.0
VPB/8M/SSI/C/EU/Cash-09,VPB/8M/SSI/C/EU/Cash-09,VPB/8M/SSI/C/EU/Cash-09,5.000.000,122.720,5000000.0,122720.0
VRE/8M/SSI/C/EU/Cash-09,VRE/8M/SSI/C/EU/Cash-09,VRE/8M/SSI/C/EU/Cash-09,5.000.000,816.980,5000000.0,816980.0
TCB/5M/SSI/C/EU/Cash-09,TCB/5M/SSI/C/EU/Cash-09,TCB/5M/SSI/C/EU/Cash-09,7.000.000,654440,7000000.0,654440.0
VPB/5M/SSI/C/EU/Cash-09,VPB/5M/SSI/C/EU/Cash-09,VPB/5M/SSI/C/EU/Cash-09,7.000.000,445.450,7000000.0,445450.0
VRE/5M/SSI/C/EU/Cash-09,VRE/5M/SSI/C/EU/Cash-09,VRE/5M/SSI/C/EU/Cash-09,7.000.000,1.444.600,7000000.0,1444600.0
Tổng cộng,Tổng cộng,Tổng cộng,106.200.000,26.666.580,106200000.0,26666580.0
