row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,,
Số đầu năm,Tài sản thuế thu nhập hoãn lại > Số đầu năm,Số đầu năm,31.924.169.171,51.848.120.587,31924169171.0,51848120587.0
Thuế TNDN hoãn lại phát sinh do tăng/(giảm) chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại phát sinh do tăng/(giảm) chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,Thuế TNDN hoãn lại phát sinh do tăng/(giảm) chi phí dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm,1.426.060.000,(1.009.600.000),1426060000.0,-1009600000.0
Thuế TNDN hoãn lại phát sinh do hoàn nhập dự phòng phải thu tiền bán chứng khoán quả hạn chưa được khấu trừ,Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại phát sinh do hoàn nhập dự phòng phải thu tiền bán chứng khoán quả hạn chưa được khấu trừ,Thuế TNDN hoãn lại phát sinh do hoàn nhập dự phòng phải thu tiền bán chứng khoán quả hạn chưa được khấu trừ,(17.813.844.969),(11.875.896.646),-17813844969.0,-11875896646.0
Thuế TNDN hoãn lại phát sinh do hoàn nhập dự phòng suy giảm giá trị khoản cho vay,Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại phát sinh do hoàn nhập dự phòng suy giảm giá trị khoản cho vay,Thuế TNDN hoãn lại phát sinh do hoàn nhập dự phòng suy giảm giá trị khoản cho vay,(295.423.254),(5.815.961.812),-295423254.0,-5815961812.0
Thuế TNDN hoãn lại phát sinh do khoản chi phí tạm thời chịu thuế,Tài sản thuế thu nhập hoãn lại > Thuế TNDN hoãn lại phát sinh do khoản chi phí tạm thời chịu thuế,Thuế TNDN hoãn lại phát sinh do khoản chi phí tạm thời chịu thuế,(1.823.656.500),(1.222.492.958),-1823656500.0,-1222492958.0
Số cuối năm,Tài sản thuế thu nhập hoãn lại > Số cuối năm,Số cuối năm,13.417.304.448,31.924.169.171,13417304448.0,31924169171.0
Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,Thuế TNDN hoãn lại phải trả,,
Số đầu năm,Thuế TNDN hoãn lại phải trả > Số đầu năm,Số đầu năm,76.389.478.897,78.373.614.743,76389478897.0,78373614743.0
Thuế TNDN hoãn lại phát sinh từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,Thuế TNDN hoãn lại phải trả > Thuế TNDN hoãn lại phát sinh từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,Thuế TNDN hoãn lại phát sinh từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,(489.464.276),(1.717.646.385),-489464276.0,-1717646385.0
Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính FVTPL,Thuế TNDN hoãn lại phải trả > Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính FVTPL,Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng tài sản tài chính FVTPL,18.482.750.934,(679.292.238),18482750934.0,-679292238.0
Thuế TNDN hoãn lại phát sinh do phần đánh giá lại tài sản tài chính AFS,Thuế TNDN hoãn lại phải trả > Thuế TNDN hoãn lại phát sinh do phần đánh giá lại tài sản tài chính AFS,Thuế TNDN hoãn lại phát sinh do phần đánh giá lại tài sản tài chính AFS,(71.890.743.123),(1.808.914.900),-71890743123.0,-1808914900.0
Thuế TNDN hoãn lại phát sinh do phần đánh giá giảm phải trả chứng quyền đang lưu hành,Thuế TNDN hoãn lại phải trả > Thuế TNDN hoãn lại phát sinh do phần đánh giá giảm phải trả chứng quyền đang lưu hành,Thuế TNDN hoãn lại phát sinh do phần đánh giá giảm phải trả chứng quyền đang lưu hành,(2.126.763.706),2.221.717.677,-2126763706.0,2221717677.0
Số cuối năm,Thuế TNDN hoãn lại phải trả > Số cuối năm,Số cuối năm,20.365.258.726,76.389.478.897,20365258726.0,76389478897.0
