row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,1.557.553.285.063,1.105.523.561.457,1557553285063.0,1105523561457.0
Tổng các khoản điều chỉnh lợi nhuận theo kế toán,Tổng các khoản điều chỉnh lợi nhuận theo kế toán,Tổng các khoản điều chỉnh lợi nhuận theo kế toán,(235.324.618.850),(272.210.616.028),-235324618850.0,-272210616028.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,660.894.521.153,339.363.886.958,660894521153.0,339363886958.0
- Dự phòng giảm giá chứng khoán chưa niêm yết cuối năm,- Dự phòng giảm giá chứng khoán chưa niêm yết cuối năm,- Dự phòng giảm giá chứng khoán chưa niêm yết cuối năm,7.130.300.000,-,7130300000.0,
- Dự phòng phải thu tiền bản chứng khoán quả hạn chưa được khấu trừ cuối năm,- Dự phòng phải thu tiền bản chứng khoán quả hạn chưa được khấu trừ cuối năm,- Dự phòng phải thu tiền bản chứng khoán quả hạn chưa được khấu trừ cuối năm,-,89.069.224.845,,89069224845.0
- Hoàn nhập dự phòng chứng khoán trong năm,- Hoàn nhập dự phòng chứng khoán trong năm,- Hoàn nhập dự phòng chứng khoán trong năm,177.477.561.574,-,177477561574.0,
- Chênh lệch giảm do đánh giá lại tài sản tài chính FVTPL,- Chênh lệch giảm do đánh giá lại tài sản tài chính FVTPL,- Chênh lệch giảm do đánh giá lại tài sản tài chính FVTPL,405.750.139.075,232.329.833.598,405750139075.0,232329833598.0
- Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,56.474.106.102,14.923.408.826,56474106102.0,14923408826.0
- Dự phòng các khoản cho vay cuối năm,- Dự phòng các khoản cho vay cuối năm,- Dự phòng các khoản cho vay cuối năm,118.992.995,1.596.109.265,118992995.0,1596109265.0
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,904.905.475,1.445.310.424,904905475.0,1445310424.0
- Chênh lệch từ thanh lý cổ phiếu công ty liên kết trên BCTC hợp nhất so với BCTC riêng,- Chênh lệch từ thanh lý cổ phiếu công ty liên kết trên BCTC hợp nhất so với BCTC riêng,- Chênh lệch từ thanh lý cổ phiếu công ty liên kết trên BCTC hợp nhất so với BCTC riêng,7.386.059.328,-,7386059328.0,
- Các khoản điều chỉnh tăng do đã bổ sung tại quyết toán thuế,- Các khoản điều chỉnh tăng do đã bổ sung tại quyết toán thuế,- Các khoản điều chỉnh tăng do đã bổ sung tại quyết toán thuế,5.652.456.604,-,5652456604.0,
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(896.219.140.003),(611.574.502.986),-896219140003.0,-611574502986.0
- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,- Thu nhập từ hoạt động không thuộc diện nộp thuế TNDN - Cổ tức,(67.204.924.604),(49.332.814.426),-67204924604.0,-49332814426.0
- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đầu năm,- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đầu năm,- Hoàn nhập dự phòng giảm giá chứng khoán chưa niêm yết đầu năm,-,(5.048.000.000),,-5048000000.0
- Hoàn nhập dự phòng phải thu tiền bản chứng khoán quả hạn chưa được khấu trừ đầu năm,- Hoàn nhập dự phòng phải thu tiền bản chứng khoán quả hạn chưa được khấu trừ đầu năm,- Hoàn nhập dự phòng phải thu tiền bản chứng khoán quả hạn chưa được khấu trừ đầu năm,(89.069.224.845),(148.448.708.075),-89069224845.0,-148448708075.0
- Hoàn nhập dự phòng các khoản cho vay đầu năm,- Hoàn nhập dự phòng các khoản cho vay đầu năm,- Hoàn nhập dự phòng các khoản cho vay đầu năm,(1.596.109.265),(30.675.918.324),-1596109265.0,-30675918324.0
- Chi phí dự phòng chứng khoán trong năm,- Chi phí dự phòng chứng khoán trong năm,- Chi phí dự phòng chứng khoán trong năm,-,(3.591.426.522),,-3591426522.0
- Chênh lệch tăng do đánh giá lại tài sản tài chính FVTPL,- Chênh lệch tăng do đánh giá lại tài sản tài chính FVTPL,- Chênh lệch tăng do đánh giá lại tài sản tài chính FVTPL,(687.399.813.784),(247.811.017.254),-687399813784.0,-247811017254.0
- Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,- Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,(16.430.581.508),(25.977.269.278),-16430581508.0,-25977269278.0
- Chênh lệch tạm thời chịu thuế,- Chênh lệch tạm thời chịu thuế,- Chênh lệch tạm thời chịu thuế,(5.281.957.439),(6.054.588.936),-5281957439.0,-6054588936.0
