row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí hoạt động quản lý quỹ,Chi phí hoạt động quản lý quỹ,Chi phí hoạt động quản lý quỹ,17.916.078.746,18.414.593.655,17916078746.0,18414593655.0
Chi phí hoạt động quản lý danh mục,Chi phí hoạt động quản lý danh mục,Chi phí hoạt động quản lý danh mục,431.788.418,1.073.519.394,431788418.0,1073519394.0
Chi phí hoạt động khác của công ty Quản lý quỹ,Chi phí hoạt động khác của công ty Quản lý quỹ,Chi phí hoạt động khác của công ty Quản lý quỹ,3.107.450.126,4.104.373.596,3107450126.0,4104373596.0
Chi phí lãi hợp đồng quản lý tiền gửi,Chi phí lãi hợp đồng quản lý tiền gửi,Chi phí lãi hợp đồng quản lý tiền gửi,52.012.163.236,69.948.815.774,52012163236.0,69948815774.0
Chi phí lãi hợp đồng đặt cọc môi giới chứng khoán,Chi phí lãi hợp đồng đặt cọc môi giới chứng khoán,Chi phí lãi hợp đồng đặt cọc môi giới chứng khoán,-,2.971.506.848,,2971506848.0
Chi phí hoạt động cho thuê bất động sản đầu tư,Chi phí hoạt động cho thuê bất động sản đầu tư,Chi phí hoạt động cho thuê bất động sản đầu tư,18.838.847.221,18.576.262.108,18838847221.0,18576262108.0
Trích lập chi phí dự phòng phải thu khó đòi,Trích lập chi phí dự phòng phải thu khó đòi,Trích lập chi phí dự phòng phải thu khó đòi,120.000.000,5.000.000,120000000.0,5000000.0
Trích lập chi phí dự phòng phải thu các dịch vụ công ty chứng khoán cung cấp,Trích lập chi phí dự phòng phải thu các dịch vụ công ty chứng khoán cung cấp,Trích lập chi phí dự phòng phải thu các dịch vụ công ty chứng khoán cung cấp,120.000.000,5.000.000,120000000.0,5000000.0
Chi phí khác,Chi phí khác,Chi phí khác,44.086.091.781,13.609.842.285,44086091781.0,13609842285.0
Tổng cộng,Tổng cộng,Tổng cộng,136.512.419.528,128.703.913.660,136512419528.0,128703913660.0
