row_label_raw,row_label_full,Số đầu năm > Mua trong năm > Thanh lý một phần công ty liên kết trong năm,Năm nay > 794.315.339.944 > - > (25.550.058.810),Đơn vị tính: VNDNăm trước > 764.280.760.972 > 20.997.297.749 > -,numeric__Năm nay > 794.315.339.944 > - > (25.550.058.810),numeric__Đơn vị tính: VNDNăm trước > 764.280.760.972 > 20.997.297.749 > -
Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tai công ty con của công ty liên kết,Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tai công ty con của công ty liên kết,Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tai công ty con của công ty liên kết,-,(22.288.820.220),,-22288820220.0
Chênh lệch do công ty liên kết thay đổi số lượng cổ phiếu lưu hành,Chênh lệch do công ty liên kết thay đổi số lượng cổ phiếu lưu hành,Chênh lệch do công ty liên kết thay đổi số lượng cổ phiếu lưu hành,(7.822.160.099),(7.343.844.372),-7822160099.0,-7343844372.0
Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động hợp nhất trong năm,Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động hợp nhất trong năm,Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động hợp nhất trong năm,20.537.702.917,42.258.531.653,20537702917.0,42258531653.0
- Phân chia sẻ lãi trong năm,- Phân chia sẻ lãi trong năm,- Phân chia sẻ lãi trong năm,20.537.702.917,42.258.531.653,20537702917.0,42258531653.0
Điều chỉnh khác,Điều chỉnh khác,Điều chỉnh khác,3.588.585.838,(3.588.585.838),3588585838.0,-3588585838.0
Số cuối năm,Số cuối năm,Số cuối năm,785.069.409.790,794.315.339.944,785069409790.0,794315339944.0
