row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,25.896.730.955.921,17.643.055.244.708,,,25896730955921.0,17643055244708.0
310,310,310,I. Nợ phải trả ngắn hạn,,25.823.378.537.838,16.409.540.660.284,,,25823378537838.0,16409540660284.0
311,311,311,1. Vay và nợ thuê tài sản tài chính ngắn hạn,21,23.351.486.249.171,15.550.226.155.457,,21.0,23351486249171.0,15550226155457.0
312,312,312,1.1. Vay ngắn hạn,,23.351.486.249.171,15.550.226.155.457,,,23351486249171.0,15550226155457.0
315,315,315,2. Trải phiếu chuyển đổi ngắn hạn – Cấu phần nợ,22,1.146.531.254.012,-,,22.0,1146531254012.0,
318,318,318,3. Phải trả hoạt động giao dịch chứng khoán,23,217.446.795.784,30.254.764.400,,23.0,217446795784.0,30254764400.0
320,320,320,4. Phải trả người bán ngắn hạn,24,31.320.947.588,30.031.870.403,,24.0,31320947588.0,30031870403.0
321,321,321,5. Người mua trả tiền trước ngắn hạn,,3.702.194.419,5.121.736.077,,,3702194419.0,5121736077.0
322,322,322,6. Thuế và các khoản phải nộp Nhà nước,25,112.846.025.401,59.461.134.912,,25.0,112846025401.0,59461134912.0
323,323,323,7. Phải trả người lao động,,27.144.111.212,27.172.101.519,,,27144111212.0,27172101519.0
324,324,324,8. Các khoản trích nộp phúc lợi nhân viên,,6.885.052,398.826.652,,,6885052.0,398826652.0
325,325,325,9. Chi phí phải trả ngắn hạn,26,80.266.400.011,98.991.141.743,,26.0,80266400011.0,98991141743.0
327,327,327,10. Doanh thu chưa thực hiện ngắn hạn,,81.615.385,335.220.000,,,81615385.0,335220000.0
328,328,328,"11. Nhận ký quỹ, ký cước ngắn hạn",,1.508.975.000,1.231.190.000,,,1508975000.0,1231190000.0
329,329,329,"12. Các khoản phải trả, phải nộp ngắn hạn khác",27,622.409.550.039,343.356.873.373,,27.0,622409550039.0,343356873373.0
331,331,331,"13. Quỹ khen thưởng, phúc lợi",,228.627.534.764,262.959.645.748,,,228627534764.0,262959645748.0
340,340,340,II. Nợ phải trả dài hạn,,73.352.418.083,1.233.514.584.424,,,73352418083.0,1233514584424.0
345,345,345,1. Trải phiếu chuyển đổi dài hạn – Cấu phần nợ,22,-,1.105.937.946.170,,22.0,,1105937946170.0
351,351,351,2. Doanh thu chưa thực hiện dài hạn,28,52.987.159.357,51.187.159.357,,28.0,52987159357.0,51187159357.0
356,356,356,3. Thuế thu nhập doanh nghiệp hoãn lại phải trả,18,20.365.258.726,76.389.478.897,,18.0,20365258726.0,76389478897.0
400,400,400,D. VỐN CHỦ SỞ HỮU,29,9.872.797.052.319,9.401.059.780.205,,29.0,9872797052319.0,9401059780205.0
410,410,410,I. Vốn chủ sở hữu,,9.872.797.052.319,9.401.059.780.205,,,9872797052319.0,9401059780205.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,6.138.044.019.034,5.224.760.213.535,,,6138044019034.0,5224760213535.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,6.029.456.130.000,5.100.636.840.000,,,6029456130000.0,5100636840000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,6.029.456.130.000,5.100.636.840.000,,,6029456130000.0,5100636840000.0
411.2,411.2,411.2,1.2. Thặng dư vốn cổ phần,,29.470.756.034,29.470.756.034,,,29470756034.0,29470756034.0
411.3,411.3,411.3,1.3. Quyền chọn chuyển đổi trái phiếu – Cấu phần vốn,,113.779.095.785,113.779.095.785,,,113779095785.0,113779095785.0
411.5,411.5,411.5,1.4. Cổ phiếu quỹ,,(34.661.962.785),(19.126.478.284),,,-34661962785.0,-19126478284.0
412,412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,41,(4.722.276.606),259.495.169.033,,41.0,-4722276606.0,259495169033.0
413,413,413,3. Chênh lệch tỷ giá hồi đoái,,39.377.296.810,40.382.194.252,,,39377296810.0,40382194252.0
414,414,414,4. Quỹ dự trữ bổ sung vốn điều lệ,,522.187.344.649,477.303.674.335,,,522187344649.0,477303674335.0
415,415,415,5. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,437.679.749.965,392.796.079.651,,,437679749965.0,392796079651.0
417,417,417,6. Lợi nhuận chưa phân phối,29.1,2.676.816.162.826,2.941.467.041.881,,291.0,2676816162826.0,2941467041881.0
417.1,417.1,417.1,6.1 Lợi nhuận đã thực hiện,,2.660.148.273.194,3.194.600.794.526,,,2660148273194.0,3194600794526.0
417.2,417.2,417.2,6.2 Lợi nhuận chưa thực hiện,,16.667.889.632,(253.133.752.645),,,16667889632.0,-253133752645.0
418,418,418,7. Lợi ích cổ đông không kiểm soát,,63.414.755.641,64.855.407.518,,,63414755641.0,64855407518.0
440,440,440,TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,35.769.528.008.240,27.044.115.024.913,,,35769528008240.0,27044115024913.0
