row_label_raw,row_label_full,Công ty liên quan,Giao dịch,Phải thu/(phải trả) > Số đầu năm,Phải thu/(phải trả) > Tăng trong năm,Phải thu/(phải trả) > Giảm trong năm,Phải thu/(phải trả) > Số cuối năm,Đơn vị tính: VNDDoanh thu/(chi phi),numeric__Giao dịch,numeric__Phải thu/(phải trả) > Số đầu năm,numeric__Phải thu/(phải trả) > Tăng trong năm,numeric__Phải thu/(phải trả) > Giảm trong năm,numeric__Phải thu/(phải trả) > Số cuối năm,numeric__Đơn vị tính: VNDDoanh thu/(chi phi)
Công ty TNHH MTVNguyễn Sài Gòn,Công ty TNHH MTVNguyễn Sài Gòn,Công ty TNHH MTVNguyễn Sài Gòn,Doanh thu giao dịch và dịch vụchứng khoán khác,-,374.686.911,(374.686.911),-,374.686.911,,,374686911.0,-374686911.0,,374686911.0
Công ty TNHH MTVNguyễn Sài Gòn,Công ty TNHH MTVNguyễn Sài Gòn,Công ty TNHH MTVNguyễn Sài Gòn,Phải thu giao dịch ký quỹ,-,9.719.182.684,(9.719.182.684),-,14.411.731,,,9719182684.0,-9719182684.0,,14411731.0
Công ty TNHH MTVNguyễn Sài Gòn,Công ty TNHH MTVNguyễn Sài Gòn,Công ty TNHH MTVNguyễn Sài Gòn,Cổ tức SSI,-,(1.000.002.000),1.000.002.000,-,-,,,-1000002000.0,1000002000.0,,
Công ty TNHH Bấtdộng sản Sài GònĐan Linh,Công ty TNHH Bấtdộng sản Sài GònĐan Linh,Công ty TNHH Bấtdộng sản Sài GònĐan Linh,Doanh thu giao dịch và dịch vụchứng khoán khác,-,150.863.905,(150.863.905),-,150.840.705,,,150863905.0,-150863905.0,,150840705.0
Công ty TNHH Bấtdộng sản Sài GònĐan Linh,Công ty TNHH Bấtdộng sản Sài GònĐan Linh,Công ty TNHH Bấtdộng sản Sài GònĐan Linh,Cổ tức SSI,-,(35.326.713.000),35.326.713.000,-,-,,,-35326713000.0,35326713000.0,,
"Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan","Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan","Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan",Doanh thu giao dịch và dịch vụchứng khoán khác,-,829.390.548,(829.390.548),-,828.957.844,,,829390548.0,-829390548.0,,828957844.0
"Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan","Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan","Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan",Giao dịch bán chứng khoán,-,20.106.887.900,(20.106.887.900),-,118.887.900,,,20106887900.0,-20106887900.0,,118887900.0
"Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan","Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan","Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan",Giao dịch mua chứng khoán,-,(20.584.179.000),20.584.179.000,-,-,,,-20584179000.0,20584179000.0,,
"Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan","Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan","Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan",Cổ tức SSI,-,(19.790.644.000),19.790.644.000,-,-,,,-19790644000.0,19790644000.0,,
"Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan","Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan","Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan",Phi quản lý danh mục,-,114.045.062,(107.336.528),6.708.534,80.502.396,,,114045062.0,-107336528.0,6708534.0,80502396.0
"Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan","Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan","Thành viên Hội đồngQuản trị, Ban TổngGiảm đốc và các cánhăn liên quan",Thu nhập chi trả cho Thành viênHĐQT và Ban Tổng Giám đốc,-,-,-,-,(15.876.134.346),,,,,,-15876134346.0
