row_label_raw,row_label_full,Họ tên > Nguyễn Duy Hưng > Nguyễn Hồng Nam,Chức danh > Chủ tịch HĐQT kiểm Tổng Giám đốcTổng Giám đốc (từ ngày 01 tháng 01 năm 2020đến ngày 01 tháng 8 năm 2020) > Phó Tổng Giám đốcTổng Giám đốc (từ ngày 01 tháng 8 năm 2020),Tiền lương > 6.500.000.000 > 4.279.545.455,Đơn vị tính: VNDThù lao > -,numeric__Chức danh > Chủ tịch HĐQT kiểm Tổng Giám đốcTổng Giám đốc (từ ngày 01 tháng 01 năm 2020đến ngày 01 tháng 8 năm 2020) > Phó Tổng Giám đốcTổng Giám đốc (từ ngày 01 tháng 8 năm 2020),numeric__Tiền lương > 6.500.000.000 > 4.279.545.455,numeric__Đơn vị tính: VNDThù lao > -
Ngô Văn ĐiểmPhạm Việt Muôn,Ngô Văn ĐiểmPhạm Việt Muôn,Ngô Văn ĐiểmPhạm Việt Muôn,Thành viên HĐQT,-,-,,,
Ngô Văn ĐiểmPhạm Việt Muôn,Ngô Văn ĐiểmPhạm Việt Muôn,Ngô Văn ĐiểmPhạm Việt Muôn,Thành viên HĐQT,-,-,,,
Nguyễn Duy KhánhHironori Oka,Ngô Văn ĐiểmPhạm Việt Muôn > Nguyễn Duy KhánhHironori Oka,Nguyễn Duy KhánhHironori Oka,Thành viên HĐQT,-,300.000.000,,,300000000.0
Nguyễn Duy KhánhHironori Oka,Nguyễn Duy KhánhHironori Oka,Nguyễn Duy KhánhHironori Oka,Thành viên HĐQT,-,-,,,
