row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. DOANH THU HOẠT ĐỘNG,,,,,,,
01,01,01,1. Lãi từ các tài sản tài chính ghi nhận thông qua lãilö (FVTPL),,1.779.378.324.384,699.017.696.118,,,1779378324384.0,699017696118.0
01.1,01.1,01.1,1.1. Lãi bán các tài sản tài chính FVTPL,31.1,680.564.940.707,342.884.965.809,,311.0,680564940707.0,342884965809.0
01.2,01.2,01.2,1.2. Chênh lệch tăng về đánh giá lại các tài sản tài chính FVTPL,,687.399.813.784,247.811.017.254,,,687399813784.0,247811017254.0
01.3,01.3,01.3,"1.3. Cổ tức, tiến lãi phát sinh từ tài sản tài chính FVTPL",31.4,394.982.988.385,82.344.443.777,,314.0,394982988385.0,82344443777.0
01.4,01.4,01.4,1.4. Chênh lệch giảm do đánh giá lại phải trả chứng quyền đang lưu hành,31.3,16.430.581.508,25.977.269.278,,313.0,16430581508.0,25977269278.0
02,02,02,2. Lãi từ các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),31.4,850.012.190.191,991.168.158.800,,314.0,850012190191.0,991168158800.0
03,03,03,3. Lãi từ các khoản cho vay và phải thu,31.4,525.089.898.914,677.893.533.729,,314.0,525089898914.0,677893533729.0
04,04,04,4. Lãi từ tài sản tài chính sản sáng để bán (AFS),31.4,232.822.214.148,83.305.018.553,,314.0,232822214148.0,83305018553.0
06,06,06,5. Doanh thu nghiệp vụ môi giới chứng khoán,,797.332.768.673,582.055.105.212,,,797332768673.0,582055105212.0
07,07,07,"6. Doanh thu nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",,32.749.530.273,28.835.160.883,,,32749530273.0,28835160883.0
08,08,08,7. Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,,10.815.655.122,11.896.315.358,,,10815655122.0,11896315358.0
09,09,09,8. Doanh thu nghiệp vụ lưu ký chứng khoán,,36.844.064.402,33.598.654.678,,,36844064402.0,33598654678.0
10,10,10,9. Doanh thu hoạt động tư vấn tài chính,,54.335.094.105,59.178.614.910,,,54335094105.0,59178614910.0
11,11,11,10. Thu nhập hoạt động khác,33,47.421.327.751,68.029.860.956,,33.0,47421327751.0,68029860956.0
20,20,20,Cộng doanh thu hoạt động,,4.366.801.067.963,3.234.978.119.197,,,4366801067963.0,3234978119197.0
,,,II. CHI PHÍ HOẠT ĐỘNG,,,,,,,
21,21,21,1. Lỗ từ các tài sản tài chính FVTPL,,1.003.133.839.651,382.539.570.887,,,1003133839651.0,382539570887.0
21.1,21.1,21.1,1.1 Lỗ bán các tài sản tài chính FVTPL,31.1,537.916.604.389,133.240.447.325,,311.0,537916604389.0,133240447325.0
21.2,21.2,21.2,1.2 Chênh lệch giảm đánh giá lại các tài sản tài chính FVTPL,,405.750.139.075,232.329.833.598,,,405750139075.0,232329833598.0
21.3,21.3,21.3,1.3 Chi phí giao dịch mua các tài sản tài chính FVTPL,,2.992.990.085,2.045.881.138,,,2992990085.0,2045881138.0
21.4,21.4,21.4,1.4 Chênh lệch tăng do đánh giá lại phải trả chứng quyền đang lưu hành,31.3,56.474.106.102,14.923.408.826,,313.0,56474106102.0,14923408826.0
23,23,23,2. Lỗ và ghi nhận chênh lệch đánh giá theo giả trị hợp lý tài sản tài chính AFS khi phân loại lại,,13.351.221.324,93.932.433,,,13351221324.0,93932433.0
24,24,24,"3. Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi, lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",32,444.411.131,11.501.372.858,,32.0,444411131.0,11501372858.0
26,26,26,4. Chi phí hoạt động tư doanh,,23.565.226.687,11.147.672.149,,,23565226687.0,11147672149.0
27,27,27,5. Chi phí nghiệp vụ môi giới chứng khoán,34,625.814.988.058,555.493.733.108,,34.0,625814988058.0,555493733108.0
28,28,28,"6. Chi phí nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",34,8.317.086.067,15.040.853.528,,34.0,8317086067.0,15040853528.0
29,29,29,7. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,34,18.976.542.088,21.502.445.834,,34.0,18976542088.0,21502445834.0
30,30,30,8. Chi phí nghiệp vụ lưu ký chứng khoán,34,32.491.874.038,27.540.046.739,,34.0,32491874038.0,27540046739.0
31,31,31,9. Chi phí hoạt động tư vấn tài chính,34,39.188.162.483,17.444.386.941,,34.0,39188162483.0,17444386941.0
32,32,32,10. Chi phí hoạt động khác,"34, 35",136.512.419.528,128.703.913.660,,,136512419528.0,128703913660.0
40,40,40,Cộng chỉ phí hoạt động,,1.901.795.771.055,1.171.007.928.137,,,1901795771055.0,1171007928137.0
