row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,29.040.031.499.577,22.290.867.181.933,,,29040031499577.0,22290867181933.0
110,110,110,I. Tài sản tài chính,,28.888.812.866.430,22.255.950.496.752,,,28888812866430.0,22255950496752.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,363.251.901.483,1.040.782.610.354,,5.0,363251901483.0,1040782610354.0
111.1,111.1,111.1,1.1. Tiền,,231.971.207.727,260.631.829.536,,,231971207727.0,260631829536.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,131.280.693.756,780.150.780.818,,,131280693756.0,780150780818.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,13.252.453.509.081,4.315.244.773.067,,71.0,13252453509081.0,4315244773067.0
113,113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.3,5.591.644.622.570,10.721.931.457.865,,73.0,5591644622570.0,10721931457865.0
114,114,114,4. Các khoản cho vay,7.4,9.226.158.205.627,5.359.342.228.084,,74.0,9226158205627.0,5359342228084.0
115,115,115,5. Tài sản tài chính sẵn sàng để bán (AFS),7.2,185.676.629.618,760.042.115.504,,72.0,185676629618.0,760042115504.0
116,116,116,6. Dự phòng suy giảm giả trị các tài sản tài chính và tài sản thế chấp,8,(48.240.749.680),(41.167.505.065),,8.0,-48240749680.0,-41167505065.0
117,117,117,7. Các khoản phải thu,,386.397.528.485,350.542.969.287,,,386397528485.0,350542969287.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,304.395.057.166,330.068.529.950,,9.0,304395057166.0,330068529950.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",9,82.002.471.319,20.474.439.337,,9.0,82002471319.0,20474439337.0
117.4,117.4,117.4,"7.2.1.Dự thu cổ tức, tiến lãi chưa đến ngày nhận",,82.002.471.319,20.474.439.337,,,82002471319.0,20474439337.0
118,118,118,8. Trả trước cho người bán,9,199.102.556.297,10.347.795.737,,9.0,199102556297.0,10347795737.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,28.545.600.378,43.254.069.829,,9.0,28545600378.0,43254069829.0
122,122,122,10. Các khoản phải thu khác,9,5.199.604.454,3.903.875.134,,9.0,5199604454.0,3903875134.0
129,129,129,11. Dự phòng suy giảm giả trị các khoản phải thu,9,(301.376.542.083),(308.273.893.044),,9.0,-301376542083.0,-308273893044.0
130,130,130,II. Tài sản ngắn hạn khác,10,151.218.633.147,34.916.685.181,,10.0,151218633147.0,34916685181.0
131,131,131,1. Tạm ứng,,9.485.824.434,8.518.495.603,,,9485824434.0,8518495603.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,757.153.145,1.265.969.684,,,757153145.0,1265969684.0
133,133,133,3. Chi phí trả trước ngắn hạn,,26.367.151.317,20.490.357.667,,,26367151317.0,20490357667.0
134,134,134,"4. Cảm cổ, thế chấp, ký quỹ, ký cược ngắn hạn",,2.091.082.550,967.194.260,,,2091082550.0,967194260.0
137,137,137,5. Tài sản ngắn hạn khác,,112.517.421.701,3.674.667.967,,,112517421701.0,3674667967.0
