row_label_raw,row_label_full,Chi tiết,31/12/2025,01/01/2025,numeric__31/12/2025,numeric__01/01/2025
Dự án Lucky Dragon - Phường Phước Long,Dự án Lucky Dragon - Phường Phước Long,Dự án Lucky Dragon - Phường Phước Long,-,616.210.939,,616210939.0
Dự án Tropic Garden 2 - Phường An Khánh,Dự án Tropic Garden 2 - Phường An Khánh,Dự án Tropic Garden 2 - Phường An Khánh,5.253.155.572,5.253.155.572,5253155572.0,5253155572.0
Dự án Orchard - Phường Đức Nhuận,Dự án Orchard - Phường Đức Nhuận,Dự án Orchard - Phường Đức Nhuận,7.337.006.272,7.337.006.272,7337006272.0,7337006272.0
Cộng,Cộng,Cộng,12.590.161.844,13.206.372.783,12590161844.0,13206372783.0
