row_label_raw,row_label_full,Dưới 1 năm > Từ 1 đến 5 năm > Trên 5 năm,31/12/2025 > 7.331.100.580 > 12.641.026.494 > 50.017.810.022,01/01/2025 > 6.154.007.342 > 10.920.700.364 > 51.823.551.629,numeric__31/12/2025 > 7.331.100.580 > 12.641.026.494 > 50.017.810.022,numeric__01/01/2025 > 6.154.007.342 > 10.920.700.364 > 51.823.551.629
Cộng,Cộng,Cộng,69.989.937.096,68.898.259.335,69989937096.0,68898259335.0
b. Ngoại tệ các loại,b. Ngoại tệ các loại,b. Ngoại tệ các loại,31/12/2025,01/01/2025,,
b. Ngoại tệ các loại,b. Ngoại tệ các loại,b. Ngoại tệ các loại,Giá trị (USD),Giá trị (USD),,
USD,b. Ngoại tệ các loại > USD,USD,"3.598,63","4.104,52",3598.63,4104.52
