row_label_raw,row_label_full,col_0,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại_1,numeric__Tài sản thuế TNDN hoãn lại,numeric__Tài sản thuế TNDN hoãn lại_1
,,,Năm 2025,Năm 2024,,
Số đầu năm,Số đầu năm,Số đầu năm,35.950.600,975.873.572,35950600.0,975873572.0
Ghi nhận vào kết quả kinh doanh,Ghi nhận vào kết quả kinh doanh,Ghi nhận vào kết quả kinh doanh,-,(939.922.972),,-939922972.0
Số cuối năm,Số cuối năm,Số cuối năm,35.950.600,35.950.600,35950600.0,35950600.0
