row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,5.144.763.419.547,(16.934.950.342),8.081.285.239.407,(16.695.365.342),5144763419547.0,-16934950342.0,8081285239407.0,-16695365342.0
Phải thu chuyển nhượng vốn,Phải thu chuyển nhượng vốn,Phải thu chuyển nhượng vốn,-,-,5.132.000.000.000,-,,,5132000000000.0,
Hợp tác đầu tư phát triển dự án (*),Hợp tác đầu tư phát triển dự án (*),Hợp tác đầu tư phát triển dự án (*),4.623.600.000.000,-,1.800.000.000.000,-,4623600000000.0,,1800000000000.0,
+ Công ty Cổ phần Mãi Yến,+ Công ty Cổ phần Mãi Yến,+ Công ty Cổ phần Mãi Yến,-,-,1.800.000.000.000,-,,,1800000000000.0,
+ Bên liên quan - Công ty TNHH BĐS Đà Lạt Valley (c),+ Bên liên quan - Công ty TNHH BĐS Đà Lạt Valley (c),+ Bên liên quan - Công ty TNHH BĐS Đà Lạt Valley (c),4.623.600.000.000,-,-,-,4623600000000.0,,,
Phải thu cấn trừ công nợ Công ty Cổ phần Galactic Group,Phải thu cấn trừ công nợ Công ty Cổ phần Galactic Group,Phải thu cấn trừ công nợ Công ty Cổ phần Galactic Group,-,-,960.000.000.000,-,,,960000000000.0,
Phải thu khác bên thứ ba,Phải thu khác bên thứ ba,Phải thu khác bên thứ ba,239.465.925.033,(1.934.950.342),135.665.334.809,(1.695.365.342),239465925033.0,-1934950342.0,135665334809.0,-1695365342.0
Phải thu khác bên liên quan (c),Phải thu khác bên liên quan (c),Phải thu khác bên liên quan (c),281.697.494.514,(15.000.000.000),53.619.904.598,(15.000.000.000),281697494514.0,-15000000000.0,53619904598.0,-15000000000.0
+ Phải thu lãi hợp tác đầu tư,+ Phải thu lãi hợp tác đầu tư,+ Phải thu lãi hợp tác đầu tư,235.743.192.103,-,6.085.917.688,-,235743192103.0,,6085917688.0,
+ Phải thu khác,+ Phải thu khác,+ Phải thu khác,45.954.302.411,(15.000.000.000),47.533.986.910,(15.000.000.000),45954302411.0,-15000000000.0,47533986910.0,-15000000000.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,1.267.065.332.784,(16.502.000.000),5.890.665.332.784,(16.502.000.000),1267065332784.0,-16502000000.0,5890665332784.0,-16502000000.0
Hợp tác đầu tư phát triển dự án Công ty TNHH Phát Triển BĐS An Khang (*),Hợp tác đầu tư phát triển dự án Công ty TNHH Phát Triển BĐS An Khang (*),Hợp tác đầu tư phát triển dự án Công ty TNHH Phát Triển BĐS An Khang (*),1.250.000.000.000,-,1.250.000.000.000,-,1250000000000.0,,1250000000000.0,
Hợp tác đầu tư phát triển dự án Bên liên quan - Công ty TNHH BĐS Đà Lạt Valley (*) (c),Hợp tác đầu tư phát triển dự án Bên liên quan - Công ty TNHH BĐS Đà Lạt Valley (*) (c),Hợp tác đầu tư phát triển dự án Bên liên quan - Công ty TNHH BĐS Đà Lạt Valley (*) (c),-,-,4.623.600.000.000,-,,,4623600000000.0,
"Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",17.065.332.784,(16.502.000.000),17.065.332.784,(16.502.000.000),17065332784.0,-16502000000.0,17065332784.0,-16502000000.0
Cộng,Cộng,Cộng,6.411.828.752.331,(33.436.950.342),13.971.950.572.191,(33.197.365.342),6411828752331.0,-33436950342.0,13971950572191.0,-33197365342.0
