row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,3.220.567.570.990,3.841.522.630.680,3220567570990.0,3841522630680.0
Lỗ thuần do đánh giá lại các khoản có gốc ngoại tệ cuối năm tài chính,Lỗ thuần do đánh giá lại các khoản có gốc ngoại tệ cuối năm tài chính,Lỗ thuần do đánh giá lại các khoản có gốc ngoại tệ cuối năm tài chính,592.780.788.813,750.875.944.728,592780788813.0,750875944728.0
Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,58.056.337.788,111.171.192.317,58056337788.0,111171192317.0
Chi phí liên quan đến khoản vay (*),Chi phí liên quan đến khoản vay (*),Chi phí liên quan đến khoản vay (*),26.164.193.404,399.253.475.491,26164193404.0,399253475491.0
Lỗ chuyển nhượng vốn (chi tiết xem thuyết minh V.2a),Lỗ chuyển nhượng vốn (chi tiết xem thuyết minh V.2a),Lỗ chuyển nhượng vốn (chi tiết xem thuyết minh V.2a),40.864.814.815,-,40864814815.0,
Dự phòng giảm giá đầu tư tài chính,Dự phòng giảm giá đầu tư tài chính,Dự phòng giảm giá đầu tư tài chính,(102.756.226.763),98.404.850.224,-102756226763.0,98404850224.0
Lỗ chênh lệch tỷ giá đã thực hiện,Lỗ chênh lệch tỷ giá đã thực hiện,Lỗ chênh lệch tỷ giá đã thực hiện,21.995.662.826,61.419.784.251,21995662826.0,61419784251.0
Chi phí khác,Chi phí khác,Chi phí khác,249.630.923,86.699.503.175,249630923.0,86699503175.0
Cộng,Cộng,Cộng,3.857.922.772.796,5.349.347.380.866,3857922772796.0,5349347380866.0
Trong đó: Chi phí tài chính bên liên quan,Trong đó: Chi phí tài chính bên liên quan,Trong đó: Chi phí tài chính bên liên quan,71.102.523.566,48.134.735.909,71102523566.0,48134735909.0
