row_label_raw,row_label_full,col_0,col_1,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ
a. Vay ngắn hạn,a. Vay ngắn hạn,a. Vay ngắn hạn,a. Vay ngắn hạn,17.766.210.757.174,17.766.210.757.174,25.724.617.839.292,25.724.617.839.292,,17766210757174.0,17766210757174.0,25724617839292.0,25724617839292.0
20.1,20.1,20.1,Trái phiếu dài hạn đến hạn trả,9.229.019.726.887,9.229.019.726.887,15.662.869.221.471,15.662.869.221.471,,9229019726887.0,9229019726887.0,15662869221471.0,15662869221471.0
20.2,20.2,20.2,Vay ngân hàng,439.465.460.911,439.465.460.911,2.252.100.860.793,2.252.100.860.793,,439465460911.0,439465460911.0,2252100860793.0,2252100860793.0
20.3,20.3,20.3,Vay bên thứ ba,8.084.180.725.079,8.084.180.725.079,7.405.943.760.000,7.405.943.760.000,,8084180725079.0,8084180725079.0,7405943760000.0,7405943760000.0
20.4,20.4,20.4,Vay bên liên quan,34.430.560.133,34.430.560.133,443.940.000.000,443.940.000.000,,34430560133.0,34430560133.0,443940000000.0,443940000000.0
,,,Chi phí phát hành trái phiếu,(20.885.715.836),(20.885.715.836),(40.236.002.972),(40.236.002.972),,-20885715836.0,-20885715836.0,-40236002972.0,-40236002972.0
b. Vay dài hạn,b. Vay dài hạn,b. Vay dài hạn,b. Vay dài hạn,13.539.985.008.721,13.539.985.008.721,9.938.338.203.399,9.938.338.203.399,,13539985008721.0,13539985008721.0,9938338203399.0,9938338203399.0
20.1,20.1,20.1,Trái phiếu dài hạn,9.580.291.021.440,9.580.291.021.440,9.490.872.840.875,9.490.872.840.875,,9580291021440.0,9580291021440.0,9490872840875.0,9490872840875.0
20.2,20.2,20.2,Vay ngân hàng,915.968.400.000,915.968.400.000,200.000.000,200.000.000,,915968400000.0,915968400000.0,200000000.0,200000000.0
20.3,20.3,20.3,Vay bên thứ ba,2.410.000.000.000,2.410.000.000.000,-,-,,2410000000000.0,2410000000000.0,,
20.4,20.4,20.4,Vay bên liên quan,688.559.159.020,688.559.159.020,540.804.984.915,540.804.984.915,,688559159020.0,688559159020.0,540804984915.0,540804984915.0
,,,Chi phí phát hành trái phiếu,(54.833.571.739),(54.833.571.739),(93.539.622.391),(93.539.622.391),,-54833571739.0,-54833571739.0,-93539622391.0,-93539622391.0
Cộng,Cộng,Cộng,Cộng,31.306.195.765.895,31.306.195.765.895,35.662.956.042.691,35.662.956.042.691,,31306195765895.0,31306195765895.0,35662956042691.0,35662956042691.0
