row_label_raw,row_label_full,Tỷ lệ sở hữu (%),Giá gốc,Dự phòng,Giá trị hợp lý,Tỷ lệ sở hữu (%)_1,Giá gốc_1,Dự phòng_1,Giá trị hợp lý_1,numeric__Giá gốc,numeric__Dự phòng,numeric__Giá trị hợp lý,numeric__Tỷ lệ sở hữu (%)_1,numeric__Giá gốc_1,numeric__Dự phòng_1,numeric__Giá trị hợp lý_1
99.99%,99.99%,99.99%,20.115.509.210.000,-,(*),"99,99%",20.115.509.210.000,-,(*),20115509210000.0,,,0.9998999999999999,20115509210000.0,,
99.99%,99.99%,99.99%,7.821.622.500.000,-,(*),99.99%,7.821.622.500.000,-,(*),7821622500000.0,,,99.99,7821622500000.0,,
54.05%,54.05%,54.05%,4.081.133.000.000,-,(*),67.15%,5.070.926.000.000,-,(*),4081133000000.0,,,67.15,5070926000000.0,,
97.76%,97.76%,97.76%,6.920.965.000.000,-,(*),"97,76%",6.920.965.000.000,-,(*),6920965000000.0,,,0.9776,6920965000000.0,,
51.03%,51.03%,51.03%,2.845.975.600.000,-,(*),"98,09%",5.470.700.000.000,-,(*),2845975600000.0,,,0.9809,5470700000000.0,,
99.99%,99.99%,99.99%,3.527.393.300.000,-,(*),"99,99%",3.527.393.300.000,-,(*),3527393300000.0,,,0.9998999999999999,3527393300000.0,,
53.99%,53.99%,53.99%,2.019.523.303.352,-,(*),"99,99%",3.739.989.500.000,-,(*),2019523303352.0,,,0.9998999999999999,3739989500000.0,,
99.96%,99.96%,99.96%,3.140.639.200.000,-,(*),99.96%,3.140.639.200.000,-,(*),3140639200000.0,,,99.96,3140639200000.0,,
-,-,-,-,-,(*),"99,99%",709.999.000.000,(26.663.963.273),(*),,,,0.9998999999999999,709999000000.0,-26663963273.0,
99.98%,99.98%,99.98%,2.629.500.000.000,-,(*),"99,98%",2.629.500.000.000,-,(*),2629500000000.0,,,0.9998,2629500000000.0,,
72.62%,72.62%,72.62%,2.000.000.000.000,-,(*),"72,62%",2.000.000.000.000,-,(*),2000000000000.0,,,0.7262000000000001,2000000000000.0,,
99.99%,99.99%,99.99%,1.925.665.604.000,-,(*),"99,99%",1.925.665.604.000,-,(*),1925665604000.0,,,0.9998999999999999,1925665604000.0,,
99.77%,99.77%,99.77%,1.910.786.560.000,-,(*),"99,77%",1.910.786.560.000,-,(*),1910786560000.0,,,0.9976999999999999,1910786560000.0,,
-,-,-,-,-,(*),"99,99%",1.632.498.000.000,-,(*),,,,0.9998999999999999,1632498000000.0,,
99.77%,99.77%,99.77%,909.320.762.158,-,(*),"99,77%",909.320.762.158,-,(*),909320762158.0,,,0.9976999999999999,909320762158.0,,
99.97%,99.97%,99.97%,490.060.348.005,-,(*),"99,97%",789.981.000.000,-,(*),490060348005.0,,,0.9997,789981000000.0,,
"42,42%","42,42%","42,42%",732.869.100.000,(62.610.811.479),(*),"42,42%",732.869.100.000,(69.464.060.382),(*),732869100000.0,-62610811479.0,,0.4242,732869100000.0,-69464060382.0,
99.99%,99.99%,99.99%,528.310.550.000,-,(*),"99,99%",528.310.550.000,-,(*),528310550000.0,,,0.9998999999999999,528310550000.0,,
92.70%,92.70%,92.70%,374.918.018.977,-,(*),"92,70%",374.918.018.977,-,(*),374918018977.0,,,0.927,374918018977.0,,
"99,90%","99,90%","99,90%",97.788.674.667,(6.614.733.872),(*),"99,90%",97.788.674.667,-,(*),97788674667.0,-6614733872.0,,0.9990000000000001,97788674667.0,,
51.00%,51.00%,51.00%,290.190.000.000,-,(*),"51,00%",290.190.000.000,-,(*),290190000000.0,,,0.51,290190000000.0,,
73.00%,73.00%,73.00%,267.910.000.000,-,(*),73.00%,267.910.000.000,-,(*),267910000000.0,,,73.0,267910000000.0,,
92.27%,92.27%,92.27%,234.500.000.000,(234.500.000.000),(*),"92,27%",234.500.000.000,(234.500.000.000),(*),234500000000.0,-234500000000.0,,0.9227,234500000000.0,-234500000000.0,
99.93%,99.93%,99.93%,5.412.845.074.646,(23.510.734.021),(*),"98,60%",211.998.000.000,(22.882.399.356),(*),5412845074646.0,-23510734021.0,,0.986,211998000000.0,-22882399356.0,
94.02%,94.02%,94.02%,173.000.000.000,-,(*),"94,02%",173.000.000.000,-,(*),173000000000.0,,,0.9401999999999999,173000000000.0,,
-,-,-,-,-,(*),"99,99%",138.986.100.000,(77.192.237.371),(*),,,,0.9998999999999999,138986100000.0,-77192237371.0,
99.99%,99.99%,99.99%,99.995.000.000,-,(*),"99,99%",99.995.000.000,-,(*),99995000000.0,,,0.9998999999999999,99995000000.0,,
51.00%,51.00%,51.00%,51.000.000,(46.022.495),(*),51.00%,51.000.000.000,(33.147.551),(*),51000000.0,-46022495.0,,51.0,51000000000.0,-33147551.0,
