row_label_raw,row_label_full,col_0,31/12/2025,01/01/2025,numeric__31/12/2025,numeric__01/01/2025
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,6.472.114.666.141,5.407.835.233.567,6472114666141.0,5407835233567.0
Trích trước chi phí lãi vay,Trích trước chi phí lãi vay,Trích trước chi phí lãi vay,6.336.260.608.462,5.174.129.335.750,6336260608462.0,5174129335750.0
Trích trước chi phí xây dựng,Trích trước chi phí xây dựng,Trích trước chi phí xây dựng,128.699.925.467,128.699.925.467,128699925467.0,128699925467.0
Các khoản trích trước chi phí khác,Các khoản trích trước chi phí khác,Các khoản trích trước chi phí khác,7.154.132.212,105.005.972.350,7154132212.0,105005972350.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,557.840.170.239,342.309.912.572,557840170239.0,342309912572.0
Trích trước chi phí lãi vay,Trích trước chi phí lãi vay,Trích trước chi phí lãi vay,557.840.170.239,342.309.912.572,557840170239.0,342309912572.0
Công ty Cổ phần Chứng khoán Dầu khí,Công ty Cổ phần Chứng khoán Dầu khí,Công ty Cổ phần Chứng khoán Dầu khí,-,288.899.678.743,,288899678743.0
Công ty Cổ phần Chứng khoán Kỹ thương,Công ty Cổ phần Chứng khoán Kỹ thương,Công ty Cổ phần Chứng khoán Kỹ thương,418.136.272.712,-,418136272712.0,
Khác,Khác,Khác,41.042.465.753,-,41042465753.0,
Bên liên quan dài hạn (c),Bên liên quan dài hạn (c),Bên liên quan dài hạn (c),98.661.431.774,53.410.233.829,98661431774.0,53410233829.0
Cộng,Cộng,Cộng,7.029.954.836.380,5.750.145.146.139,7029954836380.0,5750145146139.0
