row_label_raw,row_label_full,Thu nhập từ thanh lý hợp đồng chuyển nhượng và hợp đồng bởi hoàn (xem thuyết minh V.12),Năm 2025 > 321.533.714.586,Năm 2024 > -,numeric__Năm 2025 > 321.533.714.586,numeric__Năm 2024 > -
"Tiền thu bởi thường do thu hồi, giải phóng mặt bằng","Tiền thu bởi thường do thu hồi, giải phóng mặt bằng","Tiền thu bởi thường do thu hồi, giải phóng mặt bằng",2.008.818.892,-,2008818892.0,
Lãi thanh lý tài sản cố định,Lãi thanh lý tài sản cố định,Lãi thanh lý tài sản cố định,-,2.227.272.727,,2227272727.0
Tiền phạt vi phạm hợp đồng,Tiền phạt vi phạm hợp đồng,Tiền phạt vi phạm hợp đồng,-,48.170.920,,48170920.0
Hoàn nhập dự phòng bảo hành,Hoàn nhập dự phòng bảo hành,Hoàn nhập dự phòng bảo hành,2.147.766.550,4.703.968.708,2147766550.0,4703968708.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,222.325.512,4.882.408.939,222325512.0,4882408939.0
Cộng,Cộng,Cộng,325.912.625.540,11.861.821.294,325912625540.0,11861821294.0
