row_label_raw,row_label_full,Khoản mục > Số dư tại ngày 01/01/2024 > Lợi nhuận thuần năm 2024 > Số dư tại ngày 31/12/2024 > Số dư tại ngày 01/01/2025,Vốn góp của chủ sở hữu > 19.501.045.380.000 > - > 19.501.045.380.000,Thặng dư vốn cổ phần > 5.051.601.924.626 > - > 5.051.601.924.626,Lợi nhuận sau thuế chưa phân phối > (1.911.706.096.072) > 168.720.685.764 > (1.742.985.410.308),Cộng > 22.640.941.208.554 > 168.720.685.764 > 22.809.661.894.318,numeric__Vốn góp của chủ sở hữu > 19.501.045.380.000 > - > 19.501.045.380.000,numeric__Thặng dư vốn cổ phần > 5.051.601.924.626 > - > 5.051.601.924.626,numeric__Lợi nhuận sau thuế chưa phân phối > (1.911.706.096.072) > 168.720.685.764 > (1.742.985.410.308),numeric__Cộng > 22.640.941.208.554 > 168.720.685.764 > 22.809.661.894.318
Phát hành cổ phần theo chương trình ESOP (1),Phát hành cổ phần theo chương trình ESOP (1),Phát hành cổ phần theo chương trình ESOP (1),975.052.260.000,(487.526.130.000),-,487.526.130.000,975052260000.0,-487526130000.0,,487526130000.0
Phát hành cổ phiếu để hoán đổi nợ phải trả (2),Phát hành cổ phiếu để hoán đổi nợ phải trả (2),Phát hành cổ phiếu để hoán đổi nợ phải trả (2),1.636.583.910.000,940.490.274.833,-,2.577.074.184.833,1636583910000.0,940490274833.0,,2577074184833.0
Phát hành cổ phiếu để chuyển đổi trái phiếu chuyển đổi (3),Phát hành cổ phiếu để chuyển đổi trái phiếu chuyển đổi (3),Phát hành cổ phiếu để chuyển đổi trái phiếu chuyển đổi (3),207.503.940.000,539.510.371.680,-,747.014.311.680,207503940000.0,539510371680.0,,747014311680.0
Chi phí liên quan phát hành cổ phiếu,Chi phí liên quan phát hành cổ phiếu,Chi phí liên quan phát hành cổ phiếu,-,(688.907.500),-,(688.907.500),,-688907500.0,,-688907500.0
Lợi nhuận thuần năm 2025,Lợi nhuận thuần năm 2025,Lợi nhuận thuần năm 2025,-,-,(802.583.305.445),(802.583.305.445),,,-802583305445.0,-802583305445.0
Số dư tại ngày 31/12/2025,Số dư tại ngày 31/12/2025,Số dư tại ngày 31/12/2025,22.320.185.490.000,6.043.387.533.639,(2.545.568.715.753),25.818.004.307.886,22320185490000.0,6043387533639.0,-2545568715753.0,25818004307886.0
