row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2025,01/01/2025,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025,numeric__01/01/2025
B. TÀI SẢN DÀI HẠN(200 = 210 + 220 + 230 +240 + 250 + 260),B. TÀI SẢN DÀI HẠN(200 = 210 + 220 + 230 +240 + 250 + 260),B. TÀI SẢN DÀI HẠN(200 = 210 + 220 + 230 +240 + 250 + 260),200,,70.496.257.789.007,78.117.343.505.543,200.0,,70496257789007.0,78117343505543.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.250.563.332.784,5.874.163.332.784,210.0,,1250563332784.0,5874163332784.0
1. Phái thu dài hạn khác,1. Phái thu dài hạn khác,1. Phái thu dài hạn khác,216,V.6b,1.267.065.332.784,5.890.665.332.784,216.0,,1267065332784.0,5890665332784.0
2. Dự phòng phải thu dài hạn khó đòi,2. Dự phòng phải thu dài hạn khó đòi,2. Dự phòng phải thu dài hạn khó đòi,219,V.5b,(16.502.000.000),(16.502.000.000),219.0,,-16502000000.0,-16502000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,502.290.714.191,515.317.028.638,220.0,,502290714191.0,515317028638.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.9,441.252.434.599,453.345.747.724,221.0,,441252434599.0,453345747724.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,606.145.985.336,604.993.568.669,222.0,,606145985336.0,604993568669.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(164.893.550.737),(151.647.820.945),223.0,,-164893550737.0,-151647820945.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,V.10,61.038.279.592,61.971.280.914,227.0,,61038279592.0,61971280914.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,170.612.581.829,169.887.346.122,228.0,,170612581829.0,169887346122.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(109.574.302.237),(107.916.065.208),229.0,,-109574302237.0,-107916065208.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,V.11,322.006.233.997,328.099.042.176,230.0,,322006233997.0,328099042176.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,387.467.333.888,387.467.333.888,231.0,,387467333888.0,387467333888.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(65.461.099.891),(59.368.291.712),232.0,,-65461099891.0,-59368291712.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,83.460.373.720,186.105.859.436,240.0,,83460373720.0,186105859436.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,V.12,67.880.374.251,181.998.060.395,241.0,,67880374251.0,181998060395.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,V.13,15.579.999.469,4.107.799.041,242.0,,15579999469.0,4107799041.0
V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,V.2,68.335.218.215.510,71.209.851.262.744,250.0,,68335218215510.0,71209851262744.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,V.2a,68.570.981.805.805,71.547.471.079.802,251.0,,68570981805805.0,71547471079802.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,V.2b,75.392.060.000,75.392.060.000,252.0,,75392060000.0,75392060000.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,V.2c,21.425.600.000,22.325.600.000,253.0,,21425600000.0,22325600000.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(332.581.250.295),(435.337.477.058),254.0,,-332581250295.0,-435337477058.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,2.718.918.805,3.806.979.765,260.0,,2718918805.0,3806979765.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,V.8b,2.682.968.205,3.771.029.165,261.0,,2682968205.0,3771029165.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,V1.12.1,35.950.600,35.950.600,262.0,,35950600.0,35950600.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,79.725.399.850.410,90.001.575.480.611,270.0,,79725399850410.0,90001575480611.0
