row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Doanh thu bán hàng và cung cấp dịch vụ (Thuyết minh số 26),Doanh thu bán hàng và cung cấp dịch vụ (Thuyết minh số 26),Doanh thu bán hàng và cung cấp dịch vụ (Thuyết minh số 26),,18.584.490.803,1.294.654.649,,18584490803.0,1294654649.0
Công ty Cổ phần Sao Ánh Dương,Công ty Cổ phần Sao Ánh Dương,Công ty Cổ phần Sao Ánh Dương,Doanh thu thực hiện dự án,14.709.113.639,-,,14709113639.0,
Công ty Cổ phần Sunshine AM,Công ty Cổ phần Sunshine AM,Công ty Cổ phần Sunshine AM,Doanh thu cho thuê sàn thương mại,2.451.740.800,16.001.067,,2451740800.0,16001067.0
Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Doanh thu cho thuê xe ô tô,763.636.364,763.636.364,,763636364.0,763636364.0
Công ty Cổ phần Sunshine Marina Nha Trang,Công ty Cổ phần Sunshine Marina Nha Trang,Công ty Cổ phần Sunshine Marina Nha Trang,Doanh thu cho thuê văn phòng,660.000.000,-,,660000000.0,
Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Doanh thu cho thuê văn phòng,-,515.017.218,,,515017218.0
Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,,362.618.575.190,350.725.221.050,,362618575190.0,350725221050.0
Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Chi phí thi công xây dựng dự án,243.943.329.441,148.966.672.834,,243943329441.0,148966672834.0
Công ty Cổ phần Xây dựng SCG,Công ty Cổ phần Xây dựng SCG,Công ty Cổ phần Xây dựng SCG,Chi phí thi công hoàn thiện dự án,32.332.179.091,,,32332179091.0,
Công ty Cổ phần Sunshine Homes,Công ty Cổ phần Sunshine Homes,Công ty Cổ phần Sunshine Homes,Chi phí thi công xây dựng và phí quản lý dự án,31.334.296.364,117.736.318.908,,31334296364.0,117736318908.0
Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Phí vận hành tòa nhà,27.435.047.651,19.306.457.642,,27435047651.0,19306457642.0
Công ty Cổ phần Tập đoàn Công nghệ Unicloud,Công ty Cổ phần Tập đoàn Công nghệ Unicloud,Công ty Cổ phần Tập đoàn Công nghệ Unicloud,Phí dịch vụ hoa hồng môi giới và lắp đặt thiết bị dự án,9.191.606.718,16.461.259.401,,9191606718.0,16461259401.0
Công ty Cổ phần Tập đoàn Truyền thông và Giải trí ODE,Công ty Cổ phần Tập đoàn Truyền thông và Giải trí ODE,Công ty Cổ phần Tập đoàn Truyền thông và Giải trí ODE,Chi phí quảng cáo,7.945.086.000,797.320.000,,7945086000.0,797320000.0
Công ty TNHH Đầu tư Giáo dục Phú Thương,Công ty TNHH Đầu tư Giáo dục Phú Thương,Công ty TNHH Đầu tư Giáo dục Phú Thương,Chi phí mua quả tặng khách hàng,5.850.000.000,1.350.000.000,,5850000000.0,1350000000.0
Công ty TNHH Kinh doanh Thương mại và Dịch vụ Sunshine Mart,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Sunshine Mart,Công ty TNHH Kinh doanh Thương mại và Dịch vụ Sunshine Mart,Chi phí mua quả tặng khách hàng và dịch vụ suất ăn,3.187.029.925,350.122.727,,3187029925.0,350122727.0
Công ty TNHH Giáo dục Sunshine Maple Bear,Công ty TNHH Giáo dục Sunshine Maple Bear,Công ty TNHH Giáo dục Sunshine Maple Bear,Chi phí mua quả tặng khách hàng,1.400.000.000,2.200.000.000,,1400000000.0,2200000000.0
Công ty Cổ phần Kinh doanh Nhà Sunshine,Công ty Cổ phần Kinh doanh Nhà Sunshine,Công ty Cổ phần Kinh doanh Nhà Sunshine,Phí dịch vụ hoa hồng môi giới,-,8.274.686.122,,,8274686122.0
Công ty Cổ phần Sunshine AM,Công ty Cổ phần Sunshine AM,Công ty Cổ phần Sunshine AM,Chi phí lắp đặt thiết bị dự án,-,5.670.000,,,5670000.0
Công ty Cổ phần Dịch vụ thương mại S-Mart,Công ty Cổ phần Dịch vụ thương mại S-Mart,Công ty Cổ phần Dịch vụ thương mại S-Mart,Chi phí thi công xây dựng dự án,Không còn là bên liên quan,35.276.713.416,,,35276713416.0
