row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm,Số cuối nămVND > 39.544.785.000 > 131.000.000.000 > 3.294.648.671.580,Số đầu nămVND > 3.104.500.000.000 > 75.995.203.000 > 4.817.500.000,numeric__Số cuối nămVND > 39.544.785.000 > 131.000.000.000 > 3.294.648.671.580,numeric__Số đầu nămVND > 3.104.500.000.000 > 75.995.203.000 > 4.817.500.000
,,,3.465.193.456.580,3.185.312.703.000,3465193456580.0,3185312703000.0
Trừ: Số phải trả trong vòng 12 tháng,Trừ: Số phải trả trong vòng 12 tháng,Trừ: Số phải trả trong vòng 12 tháng,39.544.785.000,3.104.500.000.000,39544785000.0,3104500000000.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,3.425.648.671.580,80.812.703.000,3425648671580.0,80812703000.0
