row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,26,1.352.700.107.869,1.507.695.182.689,,1.0,26.0,1352700107869.0,1507695182689.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,1.352.700.107.869,1.507.695.182.689,,10.0,,1352700107869.0,1507695182689.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,27,835.419.451.612,977.812.098.227,,11.0,27.0,835419451612.0,977812098227.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,517.280.656.257,529.883.084.462,,20.0,,517280656257.0,529883084462.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,29,921.758.943.178,194.853.524.023,,21.0,29.0,921758943178.0,194853524023.0
6.,6.,6.,Chi phí tài chính,22,30,808.762.625.018,194.727.814.927,,22.0,30.0,808762625018.0,194727814927.0
,,,- Trong đó: Chi phí lãi vay,23,,650.774.577.355,190.083.869.017,,23.0,,650774577355.0,190083869017.0
7.,7.,7.,Phàn lãi trong công ty liên kết,24,,3.801.942.679,27.284.182,,24.0,,3801942679.0,27284182.0
8.,8.,8.,Chi phí bán hàng,25,31,107.477.742.415,183.223.021.840,,25.0,31.0,107477742415.0,183223021840.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,31,104.122.894.471,29.438.251.619,,26.0,31.0,104122894471.0,29438251619.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,422.478.280.210,317.374.804.281,,30.0,,422478280210.0,317374804281.0
11.,11.,11.,Thu nhập khác,31,,9.303.475.361,1.167.236.424,,31.0,,9303475361.0,1167236424.0
12.,12.,12.,Chi phí khác,32,32,25.868.541.853,28.847.020.460,,32.0,32.0,25868541853.0,28847020460.0
13.,13.,13.,Lỗ khác (40=31-32),40,,(16.565.066.492),(27.679.784.036),,40.0,,-16565066492.0,-27679784036.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,405.913.213.718,289.695.020.245,,50.0,,405913213718.0,289695020245.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,83.174.945.057,60.972.346.785,,51.0,33.0,83174945057.0,60972346785.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,33,,1.504.243.490,,52.0,33.0,,1504243490.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,322.738.268.661,227.218.429.970,,60.0,,322738268661.0,227218429970.0
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,298.307.865.461,192.927.664.084,,61.0,,298307865461.0,192927664084.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,24.430.403.200,34.290.765.886,,62.0,,24430403200.0,34290765886.0
18.,18.,18.,Lãi cơ bản trên cổ phiếu,70,34,1.193,772,,70.0,34.0,1193.0,772.0
