row_label_raw,row_label_full,STT Đối tượng phải thu,Công ty nhận đầu tư,Dự án đầu tư,Địa điểm triển khai Dự án,Tổng diện tích đất (m2),Tỷ lệ sở hữu,Số lượng cố phần nhận chuyển nhượng (cố phần),Giá chuyển nhượng (VND),Số tiền đặt cọc (VND),numeric__Công ty nhận đầu tư,numeric__Dự án đầu tư,numeric__Địa điểm triển khai Dự án,numeric__Tổng diện tích đất (m2),numeric__Tỷ lệ sở hữu,numeric__Số lượng cố phần nhận chuyển nhượng (cố phần),numeric__Giá chuyển nhượng (VND),numeric__Số tiền đặt cọc (VND)
1. Ông Đỗ Văn Trung,1. Ông Đỗ Văn Trung,1. Ông Đỗ Văn Trung,Công ty Cổ phần Quản lý Tài sản AMG,Sunshine Diamond River,"Quận 7, Thành phố Hồ Chí Minh",112.585,"26,07%",2.085.455,458.800.000.000,458.800.000.000,,,,112585.0,0.2607,2085455.0,458800000000.0,458800000000.0
2. Công ty Cổ phần Tập đoàn Sunshine - bên liên quan của Công ty,2. Công ty Cổ phần Tập đoàn Sunshine - bên liên quan của Công ty,2. Công ty Cổ phần Tập đoàn Sunshine - bên liên quan của Công ty,Công ty Cổ phần Sunshine Tây Hồ Wonder Villas,Sunshine Wonder Villas,"Quận Tây Hồ, Thành phố Hà Nội",110.542,"45,00%",4.500.000,450.000.000.000,450.000.000.000,,,,110542.0,0.45,4500000.0,450000000000.0,450000000000.0
3. Công ty TNHH Đầu tư và Xây dựng Hạ tầng miền Bắc,3. Công ty TNHH Đầu tư và Xây dựng Hạ tầng miền Bắc,3. Công ty TNHH Đầu tư và Xây dựng Hạ tầng miền Bắc,Công ty Cổ phần Đầu tư Xây dựng Xuân La,Khu chức năng đô thị Tây Tựu,"Quận Bắc Từ Liêm, Thành phố Hà Nội",6.709,"97,00%",75.660.000,756.600.000.000,20.000.000.000,,,,6709.0,0.97,75660000.0,756600000000.0,20000000000.0
