row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,5.009.911.489.526,2.012.734.517.826,,200.0,,5009911489526.0,2012734517826.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,3.730.000.000.000,430.000.000.000,,210.0,,3730000000000.0,430000000000.0
1.,1.,1.,Phải thu về cho vay dài hạn,215,8,3.730.000.000.000,430.000.000.000,,215.0,8.0,3730000000000.0,430000000000.0
II.,II.,II.,Tài sản cố định,220,,472.657.941.226,500.074.701.597,,220.0,,472657941226.0,500074701597.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,461.759.781.230,488.376.541.597,,221.0,12.0,461759781230.0,488376541597.0
,,,- Nguyên giá,222,,516.239.689.350,522.735.253.035,,222.0,,516239689350.0,522735253035.0
,,,- Giá trị hao mòn lũy kế,223,,(54.479.908.120),(34.358.711.438),,223.0,,-54479908120.0,-34358711438.0
2.,2.,2.,Tài sản cố định vô hình,227,13,10.898.159.996,11.698.160.000,,227.0,13.0,10898159996.0,11698160000.0
,,,- Nguyên giá,228,,11.698.160.000,11.698.160.000,,228.0,,11698160000.0,11698160000.0
,,,- Giá trị hao mòn lũy kế,229,,(800.000.004),-,,229.0,,-800000004.0,
III.,III.,III.,Bắt động sản đầu tư,230,14,85.348.552.872,99.717.950.355,,230.0,14.0,85348552872.0,99717950355.0
,,,- Nguyên giá,231,,124.217.486.287,106.712.860.226,,231.0,,124217486287.0,106712860226.0
,,,- Giá trị hao mòn lũy kế,232,,(38.868.933.415),(6.994.909.871),,232.0,,-38868933415.0,-6994909871.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,158.297.143.107,142.645.020.610,,240.0,,158297143107.0,142645020610.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,15,158.297.143.107,142.645.020.610,,242.0,15.0,158297143107.0,142645020610.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,563.587.990.491,840.277.284.182,,250.0,,563587990491.0,840277284182.0
1.,1.,1.,Đầu tư vào công ty liên kết,252,16,563.587.990.491,840.277.284.182,,252.0,16.0,563587990491.0,840277284182.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,19.861.830,19.561.082,,260.0,,19861830.0,19561082.0
1.,1.,1.,Chi phí trả trước dài hạn,261,11,19.861.830,19.561.082,,261.0,11.0,19861830.0,19561082.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,9.753.180.699.253,10.013.225.810.296,,270.0,,9753180699253.0,10013225810296.0
