row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > VNDGiá trị ghi số,Số đầu năm > Giá gốc,Số đầu năm > VNDGiá trị ghi số,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > VNDGiá trị ghi số,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > VNDGiá trị ghi số
Trái phiếu,Trái phiếu,Trái phiếu,-,-,1.331.000.000.000,1.331.000.000.000,,,1331000000000.0,1331000000000.0
Chi phí mua trái phiếu,Chi phí mua trái phiếu,Chi phí mua trái phiếu,-,-,20.000.000,20.000.000,,,20000000.0,20000000.0
,,,-,-,1.331.020.000.000,1.331.020.000.000,,,1331020000000.0,1331020000000.0
