row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,4.743.269.209.727,8.000.491.292.470,,100.0,,4743269209727.0,8000491292470.0
I.,I.,I.,Tiền,110,4,168.620.224.209,72.423.630.538,,110.0,4.0,168620224209.0,72423630538.0
1.,1.,1.,Tiền,111,,168.620.224.209,72.423.630.538,,111.0,,168620224209.0,72423630538.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,-,1.331.020.000.000,,120.0,5.0,,1331020000000.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,-,1.331.020.000.000,,123.0,,,1331020000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,3.385.115.383.083,4.761.030.718.380,,130.0,,3385115383083.0,4761030718380.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,193.286.824.797,317.510.131.329,,131.0,6.0,193286824797.0,317510131329.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,12.880.911.753,568.762.946.447,,132.0,7.0,12880911753.0,568762946447.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,8,1.695.092.500.000,2.539.650.000.000,,135.0,8.0,1695092500000.0,2539650000000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,9,1.483.855.146.533,1.335.107.640.604,,136.0,9.0,1483855146533.0,1335107640604.0
IV.,IV.,IV.,Hàng tồn kho,140,10,1.146.388.288.208,1.717.608.283.922,,140.0,10.0,1146388288208.0,1717608283922.0
1.,1.,1.,Hàng tồn kho,141,,1.146.882.611.536,1.719.385.445.936,,141.0,,1146882611536.0,1719385445936.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(494.323.328),(1.777.162.014),,149.0,,-494323328.0,-1777162014.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,43.145.314.227,118.408.659.630,,150.0,,43145314227.0,118408659630.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,40.488.280.024,99.966.128.789,,151.0,11.0,40488280024.0,99966128789.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,-,7.515.588.567,,152.0,,,7515588567.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,19,2.657.034.203,10.926.942.274,,153.0,19.0,2657034203.0,10926942274.0
