row_label_raw,row_label_full,STT/No,Chỉ tiêu/Indicator,Năm 2025/For the year 2025,Năm 2024/For the year 2024,Chênh lệch/ Variance,Tỷ lệ/Percentage,numeric__Chỉ tiêu/Indicator,numeric__Năm 2025/For the year 2025,numeric__Năm 2024/For the year 2024,numeric__Chênh lệch/ Variance,numeric__Tỷ lệ/Percentage
1,1,1,Lợi nhuận sau thuế TNDN trên Báo cáo tài chính riêng đã được kiểm toán /Net Profit After Corporate Income Tax in the Audited Separate Financial Statement,(103.004.963.898),489.900.845.713,(592.905.809.611),"(121,03%)",,-103004963898.0,489900845713.0,-592905809611.0,
2,2,2,Lợi nhuận sau thuế TNDN trên Báo cáo tài chính hợp nhất đã được kiểm toán/Net Profit After Corporate Income Tax in the Audited Consolidated Financial Statement,(411.803.879.830),817.069.411.298,(1.228.873.291.128),"(150,40%)",,-411803879830.0,817069411298.0,-1228873291128.0,
