row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,4.503.702,3.472.242,4503702.0,3472242.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,1.137.597,919.145,1137597.0,919145.0
Dịch vụ hoa hồng hợp tác bảo hiểm,Dịch vụ hoa hồng hợp tác bảo hiểm,Dịch vụ hoa hồng hợp tác bảo hiểm,925.933,596.622,925933.0,596622.0
Dịch vụ ủy thác và đai lý,Dịch vụ ủy thác và đai lý,Dịch vụ ủy thác và đai lý,618.514,407.363,618514.0,407363.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,454.979,412.980,454979.0,412980.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,1.366.679,1.136.132,1366679.0,1136132.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(1.422.579),(1.033.209),-1422579.0,-1033209.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,(975.422),(662.878),-975422.0,-662878.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(291.533),(246.205),-291533.0,-246205.0
Hoa hồng môi giới,Hoa hồng môi giới,Hoa hồng môi giới,(48.091),(56.241),-48091.0,-56241.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,(47.025),(44.414),-47025.0,-44414.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,(43.260),(10.367),-43260.0,-10367.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(17.248),(13.104),-17248.0,-13104.0
,,,3.081.123,2.439.033,3081123.0,2439033.0
