row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",175.169,92.185,175169.0,92185.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,5.181.249,4.581.526,5181249.0,4581526.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,4.632.517,4.039.202,4632517.0,4039202.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,346.658,315.184,346658.0,315184.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,140.660,202.949,140660.0,202949.0
- Chi trang phục,- Chi trang phục,- Chi trang phục,61.414,24.191,61414.0,24191.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.544.296,1.322.077,1544296.0,1322077.0
- Chi phí thuê tài sản,- Chi phí thuê tài sản,- Chi phí thuê tài sản,481.889,452.726,481889.0,452726.0
- Khấu hao và hao mòn tài sản cố định,- Khấu hao và hao mòn tài sản cố định,- Khấu hao và hao mòn tài sản cố định,499.890,416.344,499890.0,416344.0
- Bảo dưỡng và sửa chữa tài sản,- Bảo dưỡng và sửa chữa tài sản,- Bảo dưỡng và sửa chữa tài sản,445.243,370.568,445243.0,370568.0
- Mua sắm công cụ lao động,- Mua sắm công cụ lao động,- Mua sắm công cụ lao động,107.117,72.404,107117.0,72404.0
- Chi bảo hiểm tài sản,- Chi bảo hiểm tài sản,- Chi bảo hiểm tài sản,10.157,10.035,10157.0,10035.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,1.234.821,944.932,1234821.0,944932.0
"- Chi xuất bản tài liệu, quảng cáo","- Chi xuất bản tài liệu, quảng cáo","- Chi xuất bản tài liệu, quảng cáo",460.550,283.539,460550.0,283539.0
"- Chi vật liệu, giấy tờ in","- Chi vật liệu, giấy tờ in","- Chi vật liệu, giấy tờ in",201.697,180.561,201697.0,180561.0
"- Chi điện nước, vệ sinh cơ quan","- Chi điện nước, vệ sinh cơ quan","- Chi điện nước, vệ sinh cơ quan",167.502,151.095,167502.0,151095.0
"- Chi hội nghị, lễ tân, khách tiết","- Chi hội nghị, lễ tân, khách tiết","- Chi hội nghị, lễ tân, khách tiết",98.614,63.503,98614.0,63503.0
- Công tác phí,- Công tác phí,- Công tác phí,42.994,30.703,42994.0,30703.0
- Chi phí bưu điện và điện thoại,- Chi phí bưu điện và điện thoại,- Chi phí bưu điện và điện thoại,33.725,34.939,33725.0,34939.0
"- Chi phí đào tạo, huấn luyện","- Chi phí đào tạo, huấn luyện","- Chi phí đào tạo, huấn luyện",5.153,4.302,5153.0,4302.0
- Các khoản chi phí khác,- Các khoản chi phí khác,- Các khoản chi phí khác,224.586,196.290,224586.0,196290.0
Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,484.954,436.867,484954.0,436867.0
"Chi phí dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","Chi phí dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","Chi phí dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)",329.659,291.578,329659.0,291578.0
- Trích lập dự phòng giảm giá đầu tư dài hạn,- Trích lập dự phòng giảm giá đầu tư dài hạn,- Trích lập dự phòng giảm giá đầu tư dài hạn,120.497,240.882,120497.0,240882.0
- Trích lập dự phòng rủi ro tài sản Có khác,- Trích lập dự phòng rủi ro tài sản Có khác,- Trích lập dự phòng rủi ro tài sản Có khác,209.162,50.696,209162.0,50696.0
,,,8.950.148,7.669.165,8950148.0,7669165.0
