row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Các công ty con,Các công ty con,Các công ty con,Thu nhập lãi cho vay/tiền gửi,55.204,45.896,,55204.0,45896.0
Các công ty con,Các công ty con,Các công ty con,Chi phí trả lãi tiền vay/tiền gửi,(26.384),(10.440),,-26384.0,-10440.0
Các công ty con,Các công ty con,Các công ty con,Thu nhập từ hoạt động dịch vụ,9.021,5.260,,9021.0,5260.0
Các công ty con,Các công ty con,Các công ty con,Chi phí hoạt động dịch vụ,(1.380),(73),,-1380.0,-73.0
Các công ty con,Các công ty con,Các công ty con,Chi phí từ hoạt động,,,,,
Các công ty con,Các công ty con > Các công ty con,Các công ty con,kinh doanh ngoại hồi,(11.249),(206),,-11249.0,-206.0
Các công ty con,Các công ty con > Các công ty con,Các công ty con,Thu nhập từ cổ tức,126.717,-,,126717.0,
Các công ty con,Các công ty con > Các công ty con,Các công ty con,Thu nhập từ hoạt động khác,36.812,35.264,,36812.0,35264.0
Các công ty con,Các công ty con > Các công ty con,Các công ty con,Chi phí hoạt động khác,(6),-,,-6.0,
Các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập lãi cho vay,-,6,,,6.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Chi phí trả lãi tiền gửi,(4.972),(1.465),,-4972.0,-1465.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các công ty con > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập từ hoạt động dịch vụ,25,30,,25.0,30.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thù lao sau thuế của Hội đồng,,,,,
Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Quản trị và Ban Kiểm soát,(34.560),(25.800),,-34560.0,-25800.0
Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng > Các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập sau thuế của Ban Tổng Giám đốc,(63.621),(51.077),,-63621.0,-51077.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng > Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập lãi tiền gửi/cho vay,1.513,330,,1513.0,330.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng > Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Chi phí trả lãi tiền vay/tiền gửi,(5.873),(3.067),,-5873.0,-3067.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng > Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập từ hoạt động dịch vụ,267,124,,267.0,124.0
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng > Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Thu nhập khác,450,-,,450.0,
Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các thành viên của Ban lãnh đạo Ngân hàng > Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quan đến các thành viên của Ban lãnh đạo Ngân hàng,Chi phí khác,(2.520),-,,-2520.0,
