row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Các giao dịch,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các công ty con,Các công ty con,Các công ty con,Tiền gửiCho vayNhận tiền gửiPhải thu khácPhải trả khác,714.6731.523.000(2.392.168)153.986(47.322),1.248.1311.340.408(1.730.592)1.716(2.482),,,
Các thành viên củaBan lãnh đạo Ngân hàng,Các thành viên củaBan lãnh đạo Ngân hàng,Các thành viên củaBan lãnh đạo Ngân hàng,Cho vayNhận tiền gửiChứng chỉ tiền gửiPhải trả khác,2.407(112.182)(150)(1.910),1.651(78.124)(150)(1.108),,,
Các bên liên quander đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quander đến các thành viên của Ban lãnh đạo Ngân hàng,Các bên liên quander đến các thành viên của Ban lãnh đạo Ngân hàng,Cho vayNhận tiền gửiChứng chỉ tiền gửiPhải thu khácPhải trả khác,23.750(158.837)(11.030)92(2.293),17.387(205.091)(11.030)2.472(2.336),,,
