row_label_raw,row_label_full,col_0,Vốn điều lệTriệu đồng,Vốn đầu tưXDCB vàmua sắmTSCĐTriệu đồng,Thặng dưvốn cổ phầnTriệu đồng,Cổ phiếuquỹTriệu đồng,Vốn khácTriệu đồng,Quỹdự phòngtài chínhTriệu đồng,Quỹ dự trữbổ sungvốn điều lệTriệu đồng,Quỹ đầu tưphát triểnTriệu đồng,Chênh lệchty giáhối đoáiTriệu đồng,Lợi nhuậnchưaphân phốiTriệu đồng,Tổng cộngTriệu đồng,numeric__Vốn điều lệTriệu đồng,numeric__Vốn đầu tưXDCB vàmua sắmTSCĐTriệu đồng,numeric__Thặng dưvốn cổ phầnTriệu đồng,numeric__Cổ phiếuquỹTriệu đồng,numeric__Vốn khácTriệu đồng,numeric__Quỹdự phòngtài chínhTriệu đồng,numeric__Quỹ dự trữbổ sungvốn điều lệTriệu đồng,numeric__Quỹ đầu tưphát triểnTriệu đồng,numeric__Chênh lệchty giáhối đoáiTriệu đồng,numeric__Lợi nhuậnchưaphân phốiTriệu đồng,numeric__Tổng cộngTriệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,18.852.157,1.121,63.612,(750.911),653,1.495.075,901.873,83.479,118.046,3.400.236,24.165.341,18852157.0,1121.0,63612.0,-750911.0,653.0,1495075.0,901873.0,83479.0,118046.0,3400236.0,24165341.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,-,-,-,-,2.390.988,2.390.988,,,,,,,,,,2390988.0,2390988.0
Trích lập các quỹ cho năm trước,Trích lập các quỹ cho năm trước,Trích lập các quỹ cho năm trước,-,-,-,-,-,142.160,82.383,-,-,(224.543),-,,,,,,142160.0,82383.0,,,-224543.0,
"Trích lập Quỹ khen thưởng,phúc lợi","Trích lập Quỹ khen thưởng,phúc lợi","Trích lập Quỹ khen thưởng,phúc lợi",-,-,-,-,-,-,-,-,-,(363.548),(363.548),,,,,,,,,,-363548.0,-363548.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,18.852.157,1.121,63.612,(750.911),653,1.637.235,984.256,83.479,118.046,5.203.133,26.192.781,18852157.0,1121.0,63612.0,-750911.0,653.0,1637235.0,984256.0,83479.0,118046.0,5203133.0,26192781.0
