row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Năm nay,VND,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VND
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,Công ty con,Chi phí thuê văn phòng,5.685.533.100,6.753.913.268,,,5685533100.0,6753913268.0
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,Công ty con,Phải thu cổ tức,1.795.046.500,2.445.474.848,,,1795046500.0,2445474848.0
Phát triển Nam Long,Phát triển Nam Long,Phát triển Nam Long,,"Cung cấp dịch vụđiện nước, phiếu ănHoàn tiền vay",1.225.869.920,-,,,1225869920.0,
Phát triển Nam Long,Phát triển Nam Long,Phát triển Nam Long,,"Cung cấp dịch vụđiện nước, phiếu ănHoàn tiền vay",-,10.000.000.000,,,,10000000000.0
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,Công ty con,Chi phí dịch vụ quản lý,4.622.754.508,7.721.668.270,,,4622754508.0,7721668270.0
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,Công ty con,"Cung cấp dịch vụ chothuê văn phòng, căn hộ",90.000.000,373.663.104,,,90000000.0,373663104.0
Dịch vụ Nam Long,Dịch vụ Nam Long,Dịch vụ Nam Long,,Cổ tức nhận được,-,89.400.000,,,,89400000.0
Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty con,Chi phí cho hợp đồngtổng thầuVay vốnHoàn vốn hợp tác đầu tư- E.Homes 3,150.861.904.350,-,,,150861904350.0,
Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty con,Chi phí cho hợp đồngtổng thầuVay vốnHoàn vốn hợp tác đầu tư- E.Homes 3,47.473.791.604,-,,,47473791604.0,
Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty con,Chi phí cho hợp đồngtổng thầuVay vốnHoàn vốn hợp tác đầu tư- E.Homes 3,44.473.791.604,9.328.845.462,,,44473791604.0,9328845462.0
Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty con,Chi phí cho hợp đồngtổng thầuVay vốnHoàn vốn hợp tác đầu tư- E.Homes 3,42.043.814.537,20.353.776.998,,,42043814537.0,20353776998.0
Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty con,"Lợi nhuận được chia tửdự án Ehome 3,4",25.541.823.296,43.316.995.255,,,25541823296.0,43316995255.0
Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty con,Chi phí dịch vụ quản lýcác dự án Ehome,149.589.000,2.350.000.000,,,149589000.0,2350000000.0
Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty con,Hoàn tiền vayDoanh thudịch vụ quản lý,-,704.844.382,,,,704844382.0
Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty Cổ phần Phát triển Căn hộ Nam Long,Công ty con,Lãi vay,3.129.352.333,-,,,3129352333.0,
Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty con,Chi phí dịch vụxây dựngThu hồi vốn góp dự ánLong An – 123 hecta,627.891.387.364,643.661.043.635,,,627891387364.0,643661043635.0
Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty con,Chi phí dịch vụxây dựngThu hồi vốn góp dự ánLong An – 123 hecta,210.190.285.204,,,,210190285204.0,
Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty con,Mua cổ phần trongVCD,210.190.260.000,-,,,210190260000.0,
Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty con,Thu nhập cổ tức,40.600.000.000,15.413.760.000,,,40600000000.0,15413760000.0
Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty con,Dịch vụ tư vấn quản lỉ,7.411.520.224,11.834.899.991,,,7411520224.0,11834899991.0
Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty con,Chi phí cổ tức,2.990.995.900,2.322.965.160,,,2990995900.0,2322965160.0
Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty con,Hoàn tiền vay,-,3.210.000.000,,,,3210000000.0
Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty TNHH Một thành viên Đầu tư Xây dựng Phát triển Nam Khang,Công ty con,Lãi vay,-,227.778.000,,,,227778000.0
Công ty TNHH Một thành viên Sân giao dịch Bất động sản Nam Long,Công ty TNHH Một thành viên Sân giao dịch Bất động sản Nam Long,Công ty TNHH Một thành viên Sân giao dịch Bất động sản Nam Long,Công ty con,Chi phí hoa hồngCho thuê văn phòngDịch vụ tư vấn quản lỉ,59.946.944.140,37.524.670.020,,,59946944140.0,37524670020.0
Công ty TNHH Một thành viên Sân giao dịch Bất động sản Nam Long,Công ty TNHH Một thành viên Sân giao dịch Bất động sản Nam Long,Công ty TNHH Một thành viên Sân giao dịch Bất động sản Nam Long,Công ty con,Chi phí hoa hồngCho thuê văn phòngDịch vụ tư vấn quản lỉ,530.895.000,348.199.364,,,530895000.0,348199364.0
Công ty TNHH Một thành viên Sân giao dịch Bất động sản Nam Long,Công ty TNHH Một thành viên Sân giao dịch Bất động sản Nam Long,Công ty TNHH Một thành viên Sân giao dịch Bất động sản Nam Long,Công ty con,Chi phí hoa hồngCho thuê văn phòngDịch vụ tư vấn quản lỉ,1.272.717.496,1.268.722.026,,,1272717496.0,1268722026.0
Công ty TNHH Đầu tư và Kinh doanh Bất động sản Nguyên Phúc,Công ty TNHH Đầu tư và Kinh doanh Bất động sản Nguyên Phúc,Công ty TNHH Đầu tư và Kinh doanh Bất động sản Nguyên Phúc,Công ty con,"Thi công, quản lý dự án,dịch vụ",176.650.818.181,60.000.000.000,,,176650818181.0,60000000000.0
Công ty TNHH Đầu tư và Kinh doanh Bất động sản Nguyên Phúc,Công ty TNHH Đầu tư và Kinh doanh Bất động sản Nguyên Phúc,Công ty TNHH Đầu tư và Kinh doanh Bất động sản Nguyên Phúc,Công ty con,"Thi công, quản lý dự án,dịch vụ",-,8.500.000.000,,,,8500000000.0
