row_label_raw,row_label_full,col_0,Năm nay,VNĐNăm trước,numeric__Năm nay,numeric__VNĐNăm trước
Vốn cổ phần đã góp,Vốn cổ phần đã góp,Vốn cổ phần đã góp,Vốn cổ phần đã góp,Vốn cổ phần đã góp,,
Vốn góp đầu năm,Vốn cổ phần đã góp > Vốn góp đầu năm,Vốn góp đầu năm,1.339.692.790.000,955.135.230.000,1339692790000.0,955135230000.0
Tăng trong năm,Vốn cổ phần đã góp > Tăng trong năm,Tăng trong năm,76.028.780.000,384.557.560.000,76028780000.0,384557560000.0
Vốn góp cuối năm,Vốn cổ phần đã góp > Vốn góp cuối năm,Vốn góp cuối năm,1.415.721.570.000,1.339.692.790.000,1415721570000.0,1339692790000.0
Cổ tức công bố,Cổ tức công bố,Cổ tức công bố,Cổ tức công bố,Cổ tức công bố,,
Cổ tức thanh toán bằng tiền,Cổ tức công bố > Cổ tức thanh toán bằng tiền,Cổ tức thanh toán bằng tiền,63.062.812.282,60.946.545.834,63062812282.0,60946545834.0
Cổ tức đã trả,Cổ tức công bố > Cổ tức đã trả,Cổ tức đã trả,62.646.396.524,60.946.545.834,62646396524.0,60946545834.0
