row_label_raw,row_label_full,col_0,Năm nay,VNĐNăm trước,numeric__Năm nay,numeric__VNĐNăm trước
Chi phí lãi vay đối với trái phiếu phát hành và lãi vay ngân hàng,Chi phí lãi vay đối với trái phiếu phát hành và lãi vay ngân hàng,Chi phí lãi vay đối với trái phiếu phát hành và lãi vay ngân hàng,27.471.160.925,23.949.436.347,27471160925.0,23949436347.0
Chia lợi nhuận từ HĐHTKD,Chia lợi nhuận từ HĐHTKD,Chia lợi nhuận từ HĐHTKD,42.043.814.537,20.353.776.998,42043814537.0,20353776998.0
Khác,Khác,Khác,2.678.610.152,5.609.212.814,2678610152.0,5609212814.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,72.193.585.614,49.912.426.159,72193585614.0,49912426159.0
