row_label_raw,row_label_full,Số đầu năm,Số cuối năm > (1.037.915.517),VND > Số đầu năm > 244.682.783,numeric__Số cuối năm > (1.037.915.517),numeric__VND > Số đầu năm > 244.682.783
Trích lập quỹ,Trích lập quỹ,Trích lập quỹ,5.830.189.059,423.000.000,5830189059.0,423000000.0
Sử dụng quỹ,Sử dụng quỹ,Sử dụng quỹ,(6.113.036.615),(1.705.598.300),-6113036615.0,-1705598300.0
Số cuối năm (chi vượt quỹ),Số cuối năm (chi vượt quỹ),Số cuối năm (chi vượt quỹ),(1.320.763.073),(1.037.915.517),-1320763073.0,-1037915517.0
