row_label_raw,row_label_full,Đầu tư ngắn hạn,201.576.890.411,(201.576.890.411),col_3,numeric__201.576.890.411,numeric__(201.576.890.411),numeric__col_3
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,-,201.576.890.411,201.576.890.411,,201576890411.0,201576890411.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,160.048.243.324,36.402.265.355,196.450.508.679,160048243324.0,36402265355.0,196450508679.0
Tải sản ngắn hạn khác,Tải sản ngắn hạn khác,Tải sản ngắn hạn khác,36.552.265.355,(36.552.265.355),,36552265355.0,-36552265355.0,
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,-,275.255.271.183,275.255.271.183,,275255271183.0,275255271183.0
Tải sản dài hạn khác,Tải sản dài hạn khác,Tải sản dài hạn khác,4.009.360.030,(4.009.360.030),,4009360030.0,-4009360030.0,
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,508.049.626.314,(271.245.911.153),236.803.715.161,508049626314.0,-271245911153.0,236803715161.0
