row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Bất động sản dở dang,Bất động sản dở dang,Bất động sản dở dang,985.256.582.460,1.003.596.391.793,985256582460.0,1003596391793.0
Chi phí cho dịch vụ cung cấp dở dang,Chi phí cho dịch vụ cung cấp dở dang,Chi phí cho dịch vụ cung cấp dở dang,9.893.853.558,-,9893853558.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,995.150.436.018,1.003.596.391.793,995150436018.0,1003596391793.0
"Trong đó bất động sản dở dang bao gồm:Dự án Bình Dương (""dự án Ehome 4"") (i) (ii)","Trong đó bất động sản dở dang bao gồm:Dự án Bình Dương (""dự án Ehome 4"") (i) (ii)","Trong đó bất động sản dở dang bao gồm:Dự án Bình Dương (""dự án Ehome 4"") (i) (ii)",263.595.316.180,214.637.809.968,263595316180.0,214637809968.0
Dự án Tân Thuận Đông (ii),Dự án Tân Thuận Đông (ii),Dự án Tân Thuận Đông (ii),255.734.670.972,223.700.782.676,255734670972.0,223700782676.0
"Dự án E.Home Tây Sài Gòn(""dự án Ehome 3"") (i) (ii)","Dự án E.Home Tây Sài Gòn(""dự án Ehome 3"") (i) (ii)","Dự án E.Home Tây Sài Gòn(""dự án Ehome 3"") (i) (ii)",248.397.561.903,334.121.284.397,248397561903.0,334121284397.0
Dự án Long An (i) (ii),Dự án Long An (i) (ii),Dự án Long An (i) (ii),67.446.554.992,77.804.711.619,67446554992.0,77804711619.0
Dự án Phước Long B - mở rộng,Dự án Phước Long B - mở rộng,Dự án Phước Long B - mở rộng,59.708.453.218,48.629.442.849,59708453218.0,48629442849.0
Dự án Cần Thơ (i),Dự án Cần Thơ (i),Dự án Cần Thơ (i),56.669.900.885,78.380.629.166,56669900885.0,78380629166.0
Dự án Nhơn Trạch,Dự án Nhơn Trạch,Dự án Nhơn Trạch,10.838.215.659,10.829.115.659,10838215659.0,10829115659.0
Dự án Gó Ô Môi,Dự án Gó Ô Môi,Dự án Gó Ô Môi,10.009.291.004,764.953.802,10009291004.0,764953802.0
Dự án Phước Long B - cao tầng,Dự án Phước Long B - cao tầng,Dự án Phước Long B - cao tầng,-,7.871.372.425,,7871372425.0
Dự án Phước Long B – Đỗ Xuân Hợp,Dự án Phước Long B – Đỗ Xuân Hợp,Dự án Phước Long B – Đỗ Xuân Hợp,1.176.690.696,994.550.229,1176690696.0,994550229.0
Các dự án khác,Các dự án khác,Các dự án khác,11.679.926.951,5.861.739.003,11679926951.0,5861739003.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,985.256.582.460,1.003.596.391.793,985256582460.0,1003596391793.0
