row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (được trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (được trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,2.003.442.018.660,1.932.255.279.195,,,2003442018660.0,1932255279195.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,154.620.194.401,326.003.924.878,,5.0,154620194401.0,326003924878.0
111,111,111,1. Tiền,,109.220.194.401,267.172.924.878,,,109220194401.0,267172924878.0
112,112,112,2. Các khoản tương đương tiền,,45.400.000.000,58.831.000.000,,,45400000000.0,58831000000.0
130,130,130,II. Các khoản phải thu ngắn hạn,,830.598.610.819,586.133.283.315,,,830598610819.0,586133283315.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,179.522.568.865,124.182.480.429,,6.0,179522568865.0,124182480429.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,265.637.233.844,64.087.534.356,,7.0,265637233844.0,64087534356.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,208.471.572.411,201.576.890.411,,8.0,208471572411.0,201576890411.0
136,136,136,4. Phải thu ngắn hạn khác,8,177.295.116.794,196.450.508.679,,8.0,177295116794.0,196450508679.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,6,(327.881.095),(164.130.560),,6.0,-327881095.0,-164130560.0
140,140,140,III. Hàng tồn kho,,995.150.436.018,1.003.596.391.793,,,995150436018.0,1003596391793.0
141,141,141,1. Hàng tồn kho,9,995.150.436.018,1.003.596.391.793,,9.0,995150436018.0,1003596391793.0
150,150,150,IV. Tài sản ngắn hạn khác,10,23.072.777.422,16.521.679.209,,10.0,23072777422.0,16521679209.0
152,152,152,1. Thuế giá trị gia tăng được khấu trừ,,23.072.777.422,16.521.679.209,,,23072777422.0,16521679209.0
200,200,200,B. TÀI SẢN DÀI HẠN,,2.690.176.647.115,2.198.253.016.545,,,2690176647115.0,2198253016545.0
210,210,210,I. Các khoản phải thu dài hạn,,82.677.560.732,275.255.271.183,,,82677560732.0,275255271183.0
216,216,216,1. Phải thu dài hạn khác,8,82.677.560.732,275.255.271.183,,8.0,82677560732.0,275255271183.0
220,220,220,II. Tài sản cố định,,4.176.125.725,3.644.062.127,,,4176125725.0,3644062127.0
221,221,221,1. Tài sản cố định hữu hình,11,2.871.385.023,2.765.152.743,,11.0,2871385023.0,2765152743.0
222,222,222,Nguyên giá,,6.826.192.877,6.204.722.234,,,6826192877.0,6204722234.0
223,223,223,Giá trị khấu hao lũy kế,,(3.954.807.854),(3.439.569.491),,,-3954807854.0,-3439569491.0
227,227,227,2. Tài sản vô hình,12,1.304.740.702,878.909.384,,12.0,1304740702.0,878909384.0
228,228,228,Nguyên giá,,3.798.932.598,2.974.768.598,,,3798932598.0,2974768598.0
229,229,229,Giá trị hao mòn lũy kế,,(2.494.191.896),(2.095.859.214),,,-2494191896.0,-2095859214.0
230,230,230,III. Bất động sản đầu tư,13,3.548.507.235,3.732.867.791,,13.0,3548507235.0,3732867791.0
231,231,231,1. Nguyên giá,,6.024.244.070,6.024.244.070,,,6024244070.0,6024244070.0
232,232,232,2. Giá trị hao mòn lũy kế,,(2.475.736.835),(2.291.376.279),,,-2475736835.0,-2291376279.0
240,240,240,IV. Tài sản dở dang dài hạn,,262.801.148,418.272.727,,,262801148.0,418272727.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,262.801.148,418.272.727,,,262801148.0,418272727.0
250,250,250,V. Đầu tư tài chính dài hạn,14,2.568.932.484.575,1.886.508.305.601,,14.0,2568932484575.0,1886508305601.0
251,251,251,1. Đầu tư vào công ty con,14.1,2.330.229.267.848,1.494.232.375.800,,141.0,2330229267848.0,1494232375800.0
252,252,252,2. Đầu tư vào công ty liên doanh,14.2,22.400.000.000,157.184.000.000,,142.0,22400000000.0,157184000000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,14.3,216.303.216.727,236.803.715.161,,143.0,216303216727.0,236803715161.0
254,254,254,4. Dự phòng giảm giá đầu tư tài chính dài hạn,,-,(1.711.785.360),,,,-1711785360.0
260,260,260,VI. Tài sản dài hạn khác,,30.579.167.700,28.694.237.116,,,30579167700.0,28694237116.0
261,261,261,1. Chi phí trả trước dài hạn,15,24.024.698.255,21.794.680.458,,15.0,24024698255.0,21794680458.0
262,262,262,2. Tài sản thuế thu nhập hoãn lai,29.3,6.554.469.445,6.899.556.658,,293.0,6554469445.0,6899556658.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.693.618.665.775,4.130.508.295.740,,,4693618665775.0,4130508295740.0
