row_label_raw,row_label_full,Thuế thu nhập doanh nghiệp(Thuyết minh số 29.2) > Thuế giá trị gia tăng,Số đầu năm > 34.517.204.738 > 17.812.882.298,Tăng trong năm > 18.471.649.037 > 58.588.419.883,Giảm trong năm > (18.889.187.694) > (41.103.966.941),VND Số cuối năm > 34.099.666.081 > 35.297.335.240,numeric__Số đầu năm > 34.517.204.738 > 17.812.882.298,numeric__Tăng trong năm > 18.471.649.037 > 58.588.419.883,numeric__Giảm trong năm > (18.889.187.694) > (41.103.966.941),numeric__VND Số cuối năm > 34.099.666.081 > 35.297.335.240
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.372.125.664,13.845.559.139,(13.567.984.216),2.649.700.587,2372125664.0,13845559139.0,-13567984216.0,2649700587.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,101.422.158,-,(101.422.158),-,101422158.0,,-101422158.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,54.803.634.858,90.905.628.059,(73.662.561.009),72.046.701.908,54803634858.0,90905628059.0,-73662561009.0,72046701908.0
