row_label_raw,row_label_full,Tài sản thuế thu nhập hoãn lại:Lợi nhuận chưa thực hiện phát sinh từ các giao dịch trongnội bộ Tập đoànCác khoản dự phòngLãi chưa thực hiện do đánh giá lại tài sản góp cho công tyliên kếtGiá trị thuế của các khoản lỗ mang sang,31/12/2016VND > 10.615.753.45029.439.8838.588.415.5259.441.021.752,1/1/2016VND > 19.989.457.76529.439.8838.588.415.5259.441.021.752,numeric__31/12/2016VND > 10.615.753.45029.439.8838.588.415.5259.441.021.752,numeric__1/1/2016VND > 19.989.457.76529.439.8838.588.415.5259.441.021.752
Tổng tài sản thuế thu nhập hoãn lại,Tổng tài sản thuế thu nhập hoãn lại,Tổng tài sản thuế thu nhập hoãn lại,28.674.630.610,38.048.334.925,28674630610.0,38048334925.0
Thuế thu nhập hoãn lại phải trả:Dự phòng giảm giá các khoản đầu tư vào công ty conLãi chênh lệch tỷ giá chưa thực hiện,Thuế thu nhập hoãn lại phải trả:Dự phòng giảm giá các khoản đầu tư vào công ty conLãi chênh lệch tỷ giá chưa thực hiện,Thuế thu nhập hoãn lại phải trả:Dự phòng giảm giá các khoản đầu tư vào công ty conLãi chênh lệch tỷ giá chưa thực hiện,(17.801.645.998)(1.592.780.040),(24.762.347.389)(196.279.113),,
Tổng thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả:Dự phòng giảm giá các khoản đầu tư vào công ty conLãi chênh lệch tỷ giá chưa thực hiện > Tổng thuế thu nhập hoãn lại phải trả,Tổng thuế thu nhập hoãn lại phải trả,(19.394.426.038),(24.958.626.502),-19394426038.0,-24958626502.0
Tài sản thuế thu nhập hoãn lại thuần,Thuế thu nhập hoãn lại phải trả:Dự phòng giảm giá các khoản đầu tư vào công ty conLãi chênh lệch tỷ giá chưa thực hiện > Tài sản thuế thu nhập hoãn lại thuần,Tài sản thuế thu nhập hoãn lại thuần,9.280.204.572,13.089.708.423,9280204572.0,13089708423.0
