row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụ vàdụng cụVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụ vàdụng cụVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,48.800.936.169,50.355.621.612,99.156.557.781,48800936169.0,50355621612.0,99156557781.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,24.990.819.686,24.990.819.686,,24990819686.0,24990819686.0
Chuyển sang xây dựng cơ bản dở dang,Chuyển sang xây dựng cơ bản dở dang,Chuyển sang xây dựng cơ bản dở dang,-,(11.508.327.224),(11.508.327.224),,-11508327224.0,-11508327224.0
Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,-,(615.580.072),(615.580.072),,-615580072.0,-615580072.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(3.159.290.950),(25.410.214.378),(28.569.505.328),-3159290950.0,-25410214378.0,-28569505328.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,45.641.645.219,37.812.319.624,83.453.964.843,45641645219.0,37812319624.0,83453964843.0
