row_label_raw,row_label_full,Thuế chống bán phá giá phải trả cho giai đoạn từ ngày 1 tháng 2 năm 2012 đến ngày 31 tháng 1 năm 2013 > Thuế chống bán phá giá phải trả cho giai đoạn từ ngày 1 tháng 2 năm 2013 đến ngày 31 tháng 1 năm 2014,31/12/2016VND > -,1/1/2016VND > 83.969.328.994 > 37.994.001.633,numeric__31/12/2016VND > -,numeric__1/1/2016VND > 83.969.328.994 > 37.994.001.633
Dịch vụ thuê ngoài phải trả,Dịch vụ thuê ngoài phải trả,Dịch vụ thuê ngoài phải trả,638.324.807,2.079.894.544,638324807.0,2079894544.0
Lương và thường,Lương và thường,Lương và thường,41.300.000,-,41300000.0,
,,,679.624.807,124.043.225.171,679624807.0,124043225171.0
