row_label_raw,row_label_full,col_0,Tiền gửi và cho vay các TCTD khác Triệu VND,Cho vay khách hàng Triệu VND,Tiền gửi và vay các TCTD khác Triệu VND,Tiền gửi của khách hàng Triệu VND,Các cam kết tín dụng Triệu VND,Công cụ tài chính phái sinh (i) Triệu VND,Kinh doanh và đầu tư chứng khoán Triệu VND,Tổng cộng Triệu VND,numeric__Tiền gửi và cho vay các TCTD khác Triệu VND,numeric__Cho vay khách hàng Triệu VND,numeric__Tiền gửi và vay các TCTD khác Triệu VND,numeric__Tiền gửi của khách hàng Triệu VND,numeric__Các cam kết tín dụng Triệu VND,numeric__Công cụ tài chính phái sinh (i) Triệu VND,numeric__Kinh doanh và đầu tư chứng khoán Triệu VND,numeric__Tổng cộng Triệu VND
Trong nước,Trong nước,Trong nước,106.021.061,487.601.852,88.587.399,482.702.731,19.696.823,71.379.242,80.786.836,1.336.775.944,106021061.0,487601852.0,88587399.0,482702731.0,19696823.0,71379242.0,80786836.0,1336775944.0
Nước ngoài,Nước ngoài,Nước ngoài,8.902.870,-,919.263,-,2.467.909,5.289,-,12.295.331,8902870.0,,919263.0,,2467909.0,5289.0,,12295331.0
,,,114.923.931,487.601.852,89.506.662,482.702.731,22.164.732,71.384.531,80.786.836,1.349.071.275,114923931.0,487601852.0,89506662.0,482702731.0,22164732.0,71384531.0,80786836.0,1349071275.0
