row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2024,Miền BắcTriệu VND > Tại ngày 31 tháng 12 năm 2024,Miền TrungTriệu VND > Tại ngày 31 tháng 12 năm 2024,Miền NamTriệu VND > Tại ngày 31 tháng 12 năm 2024,Loại trừTriệu VND > Tại ngày 31 tháng 12 năm 2024,Tổng cộngTriệu VND > Tại ngày 31 tháng 12 năm 2024,numeric__Miền BắcTriệu VND > Tại ngày 31 tháng 12 năm 2024,numeric__Miền TrungTriệu VND > Tại ngày 31 tháng 12 năm 2024,numeric__Miền NamTriệu VND > Tại ngày 31 tháng 12 năm 2024,numeric__Loại trừTriệu VND > Tại ngày 31 tháng 12 năm 2024,numeric__Tổng cộngTriệu VND > Tại ngày 31 tháng 12 năm 2024
Tải sản,Tải sản,Tải sản,118.489.977,83.630.526,824.808.130,(162.922.930),864.005.703,118489977.0,83630526.0,824808130.0,-162922930.0,864005703.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,115.621.691,82.275.095,738.010.161,(155.362.922),780.544.025,115621691.0,82275095.0,738010161.0,-155362922.0,780544025.0
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024,,,,,
Kết quả kinh doanh bộ phận,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024 > Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,2.884.000,1.377.412,16.731.857,12.602,21.005.871,2884000.0,1377412.0,16731857.0,12602.0,21005871.0
,,,Miền BắcTriệu VND,Miền TrungTriệu VND,Miền NamTriệu VND,Loại trừTriệu VND,Tổng cộngTriệu VND,,,,,
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,,,,,
Tải sản,Tại ngày 31 tháng 12 năm 2023 > Tải sản,Tải sản,106.951.257,73.218.068,689.239.269,(150.614.005),718.794.589,106951257.0,73218068.0,689239269.0,-150614005.0,718794589.0
Nợ phải trả,Tại ngày 31 tháng 12 năm 2023 > Nợ phải trả,Nợ phải trả,104.398.802,71.706.464,617.757.925,(146.024.563),647.838.628,104398802.0,71706464.0,617757925.0,-146024563.0,647838628.0
Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023,,,,,
Kết quả kinh doanh bộ phận,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023 > Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,2.569.585,1.529.292,15.885.491,301.452.83.631,20.067.999,2569585.0,1529292.0,15885491.0,30145283631.0,20067999.0
Phương Thế AnNgười lập,Phương Thế AnNgười lập,Phương Thế AnNgười lập,Dương Thị NguyệtKế toán trường,Dương Thị NguyệtKế toán trường,Từ Tiến PhátTổng Giám đốcNgày 24 tháng 2 năm 2025,Từ Tiến PhátTổng Giám đốcNgày 24 tháng 2 năm 2025,Từ Tiến PhátTổng Giám đốcNgày 24 tháng 2 năm 2025,,,,,
