row_label_raw,row_label_full,col_0,Năm 2024Triệu VND,Năm 2023Triệu VND,numeric__Năm 2024Triệu VND,numeric__Năm 2023Triệu VND
Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,Thành viên Hội đồng Quản trị,39.605,34.617,39605.0,34617.0
"Trong đó, thủ lao:","Trong đó, thủ lao:","Trong đó, thủ lao:",,,,
- Ông Trần Hùng Huy – Chủ tịch,"Trong đó, thủ lao: > - Ông Trần Hùng Huy – Chủ tịch",- Ông Trần Hùng Huy – Chủ tịch,8.400,8.211,8400.0,8211.0
- Ông Nguyễn Thành Long – Phó Chủ tịch,"Trong đó, thủ lao: > - Ông Nguyễn Thành Long – Phó Chủ tịch",- Ông Nguyễn Thành Long – Phó Chủ tịch,3.720,3.576,3720.0,3576.0
- Ông Hiep Van Vo – Thành viên,"Trong đó, thủ lao: > - Ông Hiep Van Vo – Thành viên",- Ông Hiep Van Vo – Thành viên,2.650,1.893,2650.0,1893.0
- Bà Đình Thị Hoa – Thành viên,"Trong đó, thủ lao: > - Bà Đình Thị Hoa – Thành viên",- Bà Đình Thị Hoa – Thành viên,1.440,1.342,1440.0,1342.0
- Bà Đăng Thu Thủy – Thành viên,"Trong đó, thủ lao: > - Bà Đăng Thu Thủy – Thành viên",- Bà Đăng Thu Thủy – Thành viên,2.160,2.160,2160.0,2160.0
- Ông Đảm Văn Tuân – Thành viên,"Trong đó, thủ lao: > - Ông Đảm Văn Tuân – Thành viên",- Ông Đảm Văn Tuân – Thành viên,2.160,2.069,2160.0,2069.0
- Ông Đỗ Minh Toân – Thành viên,"Trong đó, thủ lao: > - Ông Đỗ Minh Toân – Thành viên",- Ông Đỗ Minh Toân – Thành viên,2.160,1.620,2160.0,1620.0
- Ông Nguyễn Văn Hòa – Thành viên,"Trong đó, thủ lao: > - Ông Nguyễn Văn Hòa – Thành viên",- Ông Nguyễn Văn Hòa – Thành viên,2.520,1.548,2520.0,1548.0
- Ông Trịnh Báo Quốc – Thành viên độc lập,"Trong đó, thủ lao: > - Ông Trịnh Báo Quốc – Thành viên độc lập",- Ông Trịnh Báo Quốc – Thành viên độc lập,2.160,1.548,2160.0,1548.0
- Ông Huang Yuan Chiang – Thành viên độc lập,"Trong đó, thủ lao: > - Ông Huang Yuan Chiang – Thành viên độc lập",- Ông Huang Yuan Chiang – Thành viên độc lập,-,297,,297.0
Ban Kiểm soát,"Trong đó, thủ lao: > Ban Kiểm soát",Ban Kiểm soát,10.438,9.990,10438.0,9990.0
Ban Tổng Giám đốc,"Trong đó, thủ lao: > Ban Tổng Giám đốc",Ban Tổng Giám đốc,73.483,99.941,73483.0,99941.0
Trong đó:,Trong đó:,Trong đó:,,,,
- Tiền lương của Tổng Giám đốc,Trong đó: > - Tiền lương của Tổng Giám đốc,- Tiền lương của Tổng Giám đốc,11.523,9.958,11523.0,9958.0
