row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày > 31.12.2024Triệu VND,Tại ngày > 31.12.2023Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2024Triệu VND,numeric__Tại ngày > 31.12.2023Triệu VND
1,1,1,Bảo lãnh vay vốn,39.1,54.784,42.766,,391.0,54784.0,42766.0
2,2,2,Cam kết giao dịch hồi đoái,39.1,195.824.188,134.953.935,,391.0,195824188.0,134953935.0
2,2,2,Cam kết mua ngoại tệ,,1.671.699,1.527.131,,,1671699.0,1527131.0
2,2,2,Cam kết bán ngoại tệ,,1.865.951,704.551,,,1865951.0,704551.0
2,2,2,Cam kết giao dịch hoán đổi,,192.286.538,132.722.253,,,192286538.0,132722253.0
4,4,4,Cam kết trong nghiệp vụ L/C,39.1,3.519.014,2.183.846,,391.0,3519014.0,2183846.0
5,5,5,Bảo lãnh khác,39.1,15.330.856,11.922.874,,391.0,15330856.0,11922874.0
6,6,6,Các cam kết khác,39.1,28.349.409,14.410.228,,391.0,28349409.0,14410228.0
7,7,7,Lãi cho vay và phí phải thu chưa thu được,40,1.733.456,1.207.526,,40.0,1733456.0,1207526.0
8,8,8,Nợ khó đòi đã xử lý,41,6.783.880,7.378.302,,41.0,6783880.0,7378302.0
9,9,9,Tài sản và chứng từ khác,42,885.974,1.004.858,,42.0,885974.0,1004858.0
