row_label_raw,row_label_full,col_0,31.12.2024Triệu VND,31.12.2023Triệu VND,numeric__31.12.2024Triệu VND,numeric__31.12.2023Triệu VND
Thương mại,Thương mại,Thương mại,100.261.294,85.530.409,100261294.0,85530409.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,36.272.884,28.222.186,36272884.0,28222186.0
Xây dựng,Xây dựng,Xây dựng,20.471.657,18.240.176,20471657.0,18240176.0
Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,19.418.129,13.855.783,19418129.0,13855783.0
Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,7.563.949,5.813.214,7563949.0,5813214.0
"Kho bài, giao thông vận tải và thông tin liên lạc","Kho bài, giao thông vận tải và thông tin liên lạc","Kho bài, giao thông vận tải và thông tin liên lạc",5.049.985,4.261.365,5049985.0,4261365.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,1.789.899,1.676.823,1789899.0,1676823.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",1.832.339,1.420.850,1832339.0,1420850.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,695.852,677.254,695852.0,677254.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,8.599.396,1.811.477,8599396.0,1811477.0
"Hoạt động khoa học, công nghệ","Hoạt động khoa học, công nghệ","Hoạt động khoa học, công nghệ",1.291.286,757.684,1291286.0,757684.0
Y tế và cứu trợ xà hội,Y tế và cứu trợ xà hội,Y tế và cứu trợ xà hội,818.531,694.189,818531.0,694189.0
Các ngành nghề khác,Các ngành nghề khác,Các ngành nghề khác,376.621.047,324.640.442,376621047.0,324640442.0
,,,580.686.248,487.601.852,580686248.0,487601852.0
