row_label_raw,row_label_full,col_0,Năm 2024Triệu VND,Năm 2023Triệu VND,numeric__Năm 2024Triệu VND,numeric__Năm 2023Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",18.291,18.587,18291.0,18587.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,6.468.329,6.215.207,6468329.0,6215207.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,2.360.339,2.259.881,2360339.0,2259881.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,490.936,456.896,490936.0,456896.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,8.144,6.960,8144.0,6960.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,3.608.910,3.491.470,3608910.0,3491470.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.645.532,1.780.389,1645532.0,1780389.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,433.368,392.052,433368.0,392052.0
- Chi khác,- Chi khác,- Chi khác,1.212.164,1.388.337,1212164.0,1388337.0
Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,2.212.159,2.346.192,2212159.0,2346192.0
Chi nộp phí bảo hiểm. bảo toàn tiền gửi của khách hàng,Chi nộp phí bảo hiểm. bảo toàn tiền gửi của khách hàng,Chi nộp phí bảo hiểm. bảo toàn tiền gửi của khách hàng,574.929,504.504,574929.0,504504.0
Chi phí dự phòng (i),Chi phí dự phòng (i),Chi phí dự phòng (i),(16.637),9.407,-16637.0,9407.0
,,,10.902.603,10.874.286,10902603.0,10874286.0
