row_label_raw,row_label_full,col_0,31.12.2024Triệu VND,31.12.2023Triệu VND,numeric__31.12.2024Triệu VND,numeric__31.12.2023Triệu VND
Các khoản phải trả nôi bộ,Các khoản phải trả nôi bộ,Các khoản phải trả nôi bộ,1.280.584,1.491.719,1280584.0,1491719.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,5.125.200,4.849.521,5125200.0,4849521.0
- Chuyển tiền phải trả,- Chuyển tiền phải trả,- Chuyển tiền phải trả,376.277,289.990,376277.0,289990.0
- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 37),- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 37),- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 37),2.582.875,2.522.843,2582875.0,2522843.0
- Tiền giữ hộ và đội thanh toán,- Tiền giữ hộ và đội thanh toán,- Tiền giữ hộ và đội thanh toán,220.289,291.442,220289.0,291442.0
- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,1.674.127,746.546,1674127.0,746546.0
- Phải trả khác,- Phải trả khác,- Phải trả khác,271.632,998.700,271632.0,998700.0
Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),6.235.417,6.812.909,6235417.0,6812909.0
"Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)",847.298,448.547,847298.0,448547.0
Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),1.480.612,1.775.592,1480612.0,1775592.0
,,,14.969.111,15.378.288,14969111.0,15378288.0
